"","X.1","genus_old","Plant_species","Id","Pollinator_species","Interaction","X","db","order","family","genus","guild","Z_scores"
"287",3380,"Andrena","Eryngium campestre","1_5_bartomeus_spain_2008_miqop_1_2.csv","Andrena sp.",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.600275671964924
"288",3382,"Andrena","Cistus crispus","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Andrena hispania",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.15073194566065
"289",3386,"Andrena","Sonchus tenerrinus","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena colletiformis",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.198745203560767
"290",3389,"Andrena","Thapsia villosa","12_3_bartomeus_spain_2008_Bonares_unp.csv","Andrena ovatula",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.431970802040606
"291",3391,"Andrena","Nemopanthus mucronata","9_1_small_1976_canada.csv","Andrena mandibularis",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0139698160140609
"292",3398,"Andrena","Cistus salvifolius","1_4_bartomeus_spain_2008_medca_2_3.csv","Andrena sp.",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.27897845984016
"293",3408,"Andrena","Psoralea bituminosa","1_6_bartomeus_spain_2008_selop_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.382758184546206
"294",3411,"Andrena","Ruta chalepensis","1_6_bartomeus_spain_2008_selop_1_2.csv","Andrena sp.",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.01920493326839
"295",3414,"Andrena","Aronia melanocarpa","9_1_small_1976_canada.csv","Andrena vicina",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"296",3418,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena mandibularis",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"297",3430,"Andrena","Ledum palustre","9_1_small_1976_canada.csv","Andrena mandibularis",9,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.171828736972949
"298",3431,"Andrena","Opuntia stricta","1_5_bartomeus_spain_2008_miqop_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.563895328209474
"299",3436,"Andrena","Lathyrus pratensis","2_1_dicks_2002_england_shelfanger.csv","Andrena wilkella",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.222325251687322
"300",3437,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena pruni",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.195697211980373
"301",3453,"Andrena","Kalmia polifolia","9_1_small_1976_canada.csv","Andrena regularis",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.106869092507566
"302",3460,"Andrena","Convolvulus althaeoides","1_5_bartomeus_spain_2008_miqop_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.563895328209474
"303",3461,"Andrena","Daucus carota","1_5_bartomeus_spain_2008_miqop_1_2.csv","Andrena sp.",8,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.47340392209572
"304",3478,"Andrena","Echium plantagineum","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Andrena nigroaenaea",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.374474854131462
"305",3482,"Andrena","Chamaedaphne calyculata","9_1_small_1976_canada.csv","Andrena bradleyi",25,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.65821716086903
"306",3492,"Andrena","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena cinerea",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.487246305503816
"307",3514,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena carolina",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.106869092507566
"308",3517,"Andrena","Leucanthemum vulgare","2_1_dicks_2002_england_shelfanger.csv","Andrena pubescens",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.222325251687322
"309",3521,"Andrena","Sonchus tenerrinus","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena taraxaci",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.39899978656887
"310",3523,"Andrena","Rosmarinus officinalis","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"311",3532,"Andrena","Melampyrum pratense","3_1_dupont_2009_denmark_hl.csv","Andrena lapponica",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.201976431809737
"312",3542,"Andrena","Dentaria laciniata","16_1_burkle_usa_2013.csv","Andrena arabis",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"313",3547,"Andrena","Trientalis europaea","3_3_dupont_2009_denmark_so.csv","Andrena tarsata",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.359121302724752
"314",3554,"Andrena","Lavandula stoechas","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"315",3555,"Andrena","Kalmia polifolia","9_1_small_1976_canada.csv","Andrena bradleyi",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.478466198481585
"316",3556,"Andrena","Dicentra cucullaria","16_1_burkle_usa_2013.csv","Andrena erythronii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"317",3567,"Andrena","Gaylussacia baccata","9_1_small_1976_canada.csv","Andrena bradleyi",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.292667645494576
"318",3570,"Andrena","Cistus ladanifer","12_6_bartomeus_spain_2008_Elpozo_unp.csv","Andrena hispania",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.320304126730551
"319",3571,"Andrena","Sonchus tenerrinus","1_4_bartomeus_spain_2008_medca_2_3.csv","Andrena taraxaci",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.18565845432068
"320",3573,"Andrena","Sonchus tenerrinus","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena cinerea",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.487246305503816
"321",3581,"Andrena","Sonchus tenerrinus","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena senecionis",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"322",3583,"Andrena","Dentaria laciniata","16_1_burkle_usa_2013.csv","Andrena erythronii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"323",3584,"Andrena","Carpobrotus affinis","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"324",3586,"Andrena","Melampyrum pratense","3_1_dupont_2009_denmark_hl.csv","Andrena nigroaenaea",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.215114284057547
"325",3594,"Andrena","Tuberaria guttata","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"326",3610,"Andrena","Cistus salvifolius","12_6_bartomeus_spain_2008_Elpozo_unp.csv","Andrena hispania",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.320304126730551
"327",3627,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena erythronii",11,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.00297345229232983
"328",3642,"Andrena","Ranunculus sp.","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Andrena rhyssonota",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.414597159931261
"329",3649,"Andrena","Halimium commutatum","12_3_bartomeus_spain_2008_Bonares_unp.csv","Andrena nigroaenaea",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.315867977776728
"330",3656,"Andrena","Teucrium fruticans","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.425966381746137
"331",3658,"Andrena","Halimium commutatum","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.22097595917241
"332",3666,"Andrena","Cistus crispus","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena tenuistriata",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.425966381746137
"333",3669,"Andrena","Cistus ladanifer","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.22097595917241
"334",3672,"Andrena","Anemonella thalictroides","16_1_burkle_usa_2013.csv","Andrena imitatrix",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"335",3674,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena imitatrix",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.140633280640932
"336",3679,"Andrena","Vaccinium myrtillus","3_2_dupont_2009_denmark_ib.csv","Andrena nigroaenaea",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.296194272796217
"337",3686,"Andrena","Thymus mastichina","12_3_bartomeus_spain_2008_Bonares_unp.csv","Andrena hispania",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.373919389908667
"338",3759,"Anthanassa","Prosopis rubriflora","10_1_souza_2017_brazil_chaco.csv","Anthanassa frisia",2,NA,NA,"Lepidoptera","Nymphalidae","Anthanassa","Lepidoptera",-0.20031499192365
"339",3785,"Anthidium","Carpobrotus affinis","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",4,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.37825700032533
"340",3786,"Anthidium","Opuntia stricta","1_2_bartomeus_spain_2008_fraop_1_2.csv","Anthidium sticticum",3,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.0298994870010712
"341",3787,"Anthidium","Sonchus tenerrinus","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.487246305503816
"342",3789,"Anthidium","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",27,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",7.01378234501545
"343",3797,"Anthidium","Lathirus clymenum","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",3,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.0897558983822818
"344",3802,"Anthidium","Hypericum perfolatum","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium septemsp.inosum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.382758184546206
"345",3804,"Anthidium","Psoralea bituminosa","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium septemsp.inosum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.382758184546206
"346",3806,"Anthidium","Larrea divaricata","15_3_peralta_2006_mendoza_site_3.csv","Anthidium friesei",28,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.0919397000680949
"347",3816,"Anthidium","Sedum sediforme","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium septemsp.inosum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.382758184546206
"348",3829,"Anthidium","Rosmarinus officinalis","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthidium sticticum",3,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.107615368197605
"349",3834,"Anthidium","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium septemsp.inosum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.487246305503816
"350",3835,"Anthidium","Psoralea bituminosa","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.382758184546206
"351",3839,"Anthidium","Lavandula stoechas","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthidium sticticum",2,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.21523073639521
"352",3843,"Anthidium","Thymelaea hirusta","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.487246305503816
"353",3845,"Anthidium","Opuntia stricta","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium septemsp.inosum",3,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.178027062579631
"354",3850,"Anthidium","Lavandula stoechas","1_4_bartomeus_spain_2008_medca_2_3.csv","Anthidium sticticum",2,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.27897845984016
"355",3852,"Anthidium","Cistus albidus","1_4_bartomeus_spain_2008_medca_2_3.csv","Anthidium sticticum",4,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.697446149600399
"356",3854,"Anthidium","Cistus crispus","12_3_bartomeus_spain_2008_Bonares_unp.csv","Anthidium septemspinosum",4,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.315867977776728
"357",3855,"Anthidium","Cistus monspeliensis","1_4_bartomeus_spain_2008_medca_2_3.csv","Anthidium sticticum",2,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.27897845984016
"358",3858,"Anthidium","Galactites tomentosa","1_4_bartomeus_spain_2008_medca_2_3.csv","Anthidium septemsp.inosum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.767190764560439
"359",3860,"Anthidium","Alyssum maritimum","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.487246305503816
"360",3881,"Anthidium","Cistus albidus","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthidium sticticum",4,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.430461472790421
"361",3886,"Anthidium","Opuntia stricta","1_6_bartomeus_spain_2008_selop_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.382758184546206
"362",3893,"Anthidium","Lathirus clymenum","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.538076840988026
"363",3901,"Anthidium","Convolvulus arvensis","12_11_bartomeus_spain_2008_Niebla_unp.csv","Anthidium septemspinosum",4,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",0.127534454514385
"364",3907,"Anthidium","Larrea divaricata","15_1_peralta_2006_mendoza_site_1.csv","Anthidium friesei",3,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.302905084487226
"365",3918,"Anthidium","Carpobrotus affinis","1_4_bartomeus_spain_2008_medca_2_3.csv","Anthidium sticticum",1,4,"itis","Hymenoptera","Megachilidae","Anthidium","Bee",-0.767190764560439
"366",3949,"Anthomyia","Gaertnera psychotrioides/edentata","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Anthomyia faciata",1,386,"itis","Diptera","Anthomyiidae","Anthomyia","Non-syrphids-diptera",-0.412456149529894
"367",3966,"Anthomyia","Chamomilla suaveolens","8_1_olesen_2002_azores.csv","Anthomyia pluvialis",1,386,"itis","Diptera","Anthomyiidae","Anthomyia","Non-syrphids-diptera",-1.0328919361866
"368",4012,"Anthomyiidae","Dubyaea bhotanica","5_1_fang_2008_china.csv","Anthomyiidae sp.",2,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.335714675173961
"369",4058,"Anthomyiidae","Hypochaeris radicata","2_1_dicks_2002_england_shelfanger.csv","Anthomyiidae sp.",3,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.200862427789411
"370",4080,"Anthomyiidae","Ranunculus acris","2_1_dicks_2002_england_shelfanger.csv","Anthomyiidae sp.",16,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.0613540724529926
"371",4108,"Anthomyiidae","Leucanthemum vulgare","2_1_dicks_2002_england_shelfanger.csv","Anthomyiidae sp.",17,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.0506226605040373
"372",4153,"Anthomyiidae","Aster vestitus","5_1_fang_2008_china.csv","Anthomyiidae sp.",7,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.142476846680358
"373",4158,"Anthomyiidae","Potentilla fallens","5_1_fang_2008_china.csv","Anthomyiidae sp.",1,37,"itis","Diptera","Anthomyiidae",NA,"Non-syrphids-diptera",-0.374362240872682
"374",4221,"Anthophora","Rosmarinus officinalis","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthophora sp.",2,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.21523073639521
"375",4237,"Anthophora","Delphinium tricorne","16_1_burkle_usa_2013.csv","Anthophora ursina",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.278293108989535
"376",4268,"Anthophora","Adenophora khasiana","5_1_fang_2008_china.csv","Anthophora mangkamensis",3,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.297067109475241
"377",4278,"Anthophora","Cistus monspeliensis","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthophora sp.",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.538076840988026
"378",4288,"Anthophora","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthophora retusa",6,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",0.955259204211428
"379",4291,"Anthophora","Lavandula pedunculata","12_9_bartomeus_spain_2008_LaRocina_unp.csv","Anthophora retusa",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.459749274369256
"380",4294,"Anthophora","Primula veris","2_2_dicks_2002_england_hicklingbroad.csv","Anthophora plumipes",5,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.125500104058891
"381",4295,"Anthophora","Geranium delavaryi","5_1_fang_2008_china.csv","Anthophora mangkamensis",3,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.297067109475241
"382",4315,"Anthophora","Astragalus lusitanicus","12_11_bartomeus_spain_2008_Niebla_unp.csv","Anthophora hispanica",9,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",1.48605364390674
"383",4318,"Anthophora","Retama sp.","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv","Anthophora retusa",7,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.309114045284387
"384",4319,"Anthophora","Cistus salvifolius","1_3_bartomeus_spain_2008_medca_1_2.csv","Anthophora sp.",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.538076840988026
"385",4330,"Anthophora","Rosmarinus officinalis","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv","Anthophora retusa",6,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.331193619947557
"386",4331,"Anthophora","Teucrium fruticans","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Anthophora sp.",3,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.275132384275374
"387",4370,"Anthophora","Teucrium fruticans","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv","Anthophora retusa",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.44159149326341
"388",4404,"Anthophora","Rosmarinus officinalis","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv","Anthophora dispar",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.441816123067397
"389",4406,"Anthophora","Rosmarinus officinalis","12_8_bartomeus_spain_2008_LaCunya_unp.csv","Anthophora dispar",2,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.269334419581306
"390",4409,"Anthophora","Primula secundiflora","5_1_fang_2008_china.csv","Anthophora mangkamensis",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.25841954377652
"391",4425,"Anthophora","Astragalus lusitanicus","12_11_bartomeus_spain_2008_Niebla_unp.csv","Anthophora sp.",3,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.144169383364087
"392",4447,"Anthophora","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Anthophora aestivates",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",0.37825700032533
"393",4450,"Anthophora","Rosmarinus officinalis","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv","Anthophora sp.",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.133378452246761
"394",4454,"Anthophora","Asphodelus fistulosus","12_11_bartomeus_spain_2008_Niebla_unp.csv","Anthophora dispar",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",0.127534454514385
"395",4476,"Anthophora","Cistus ladanifer","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Anthophora hispanica",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.294230242531863
"396",4483,"Anthophora","Primula poisonii","5_1_fang_2008_china.csv","Anthophora sp.",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.25841954377652
"397",4499,"Anthophora","Urospermum picrioides","1_2_bartomeus_spain_2008_fraop_1_2.csv","Anthophora sp.",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.528224270352258
"398",4528,"Anthophora","Lavandula pedunculata","12_9_bartomeus_spain_2008_LaRocina_unp.csv","Anthophora bimaculata",5,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.138130947904664
"399",4543,"Anthophora","Lavandula pedunculata","12_7_bartomeus_spain_2008_Esparragal_unp.csv","Anthophora atroalba",1,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.470492874636098
"400",4576,"Anthophora","Teucrium fruticans","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Anthophora dispar",4,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.199715385539992
"401",4593,"Anthophora","Lavandula stoechas","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Anthophora dispar",5,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.254107936732063
"402",4603,"Anthophora","Astragalus lusitanicus","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv","Anthophora hispanica",9,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",0.156359739575052
"403",4620,"Anthophora","Astragalus lusitanicus","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv","Anthophora aestivalis",3,5,"itis","Hymenoptera","Apidae","Anthophora","Bee",-0.252193128346858
"404",4650,"Aphantopus","Arnica montana","3_3_dupont_2009_denmark_so.csv","Aphantopus hyperanthus",7,1701,"itis","Lepidoptera","Nymphalidae","Aphantopus","Lepidoptera",-0.254268367622634
"405",4672,"Apidae","Armeria velutina","12_7_bartomeus_spain_2008_Esparragal_unp.csv","Apidae sp.",1,1642,"itis","Hymenoptera","Apidae",NA,"Bee",-0.470492874636098
"406",4748,"Apis","Larrea divaricata","15_4_peralta_2006_mendoza_site_4.csv","Apis mellifera",29,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.705875901777193
"407",4749,"Apis","Pyrostria bibracteata","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Apis mellifera",23,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.248673427072472
"408",4753,"Apis","Opuntia stricta","1_6_bartomeus_spain_2008_selop_1_2.csv","Apis melifera",3,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.178027062579631
"409",4758,"Apis","Phoenicophorium borsigianum","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Apis mellifera",69,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.69056136555992
"410",4762,"Apis","Paragenipa lancifolia","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Apis mellifera",22,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.217328037105354
"411",4765,"Apis","Grangeria borbonica","14_1_kaiser-bunbury_2010_mauritius_control.csv","Apis mellifera",26,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.35689688572973
"412",4767,"Apis","Cistus salvifolius","1_3_bartomeus_spain_2008_medca_1_2.csv","Apis melifera",1,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.538076840988026
"413",4769,"Apis","Nephrosperma vanhoutteanum","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Apis mellifera",112,6,"itis","Hymenoptera","Apidae","Apis","Bee",3.03841313414601
"414",4770,"Apis","Pittosporum senacia","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",8,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.151245231645011
"415",4771,"Apis","Rosmarinus officinalis","1_3_bartomeus_spain_2008_medca_1_2.csv","Apis melifera",13,6,"itis","Hymenoptera","Apidae","Apis","Bee",3.33607641412576
"416",4774,"Apis","Memecylon elaeagni","11_4_kaiser-bunbury_2017_seychelles_reserve.csv","Apis mellifera",55,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.25172590602026
"417",4776,"Apis","Phoenicophorium borsigianum","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",11,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.0580329751303439
"418",4778,"Apis","Rosmarinus officinalis","1_4_bartomeus_spain_2008_medca_2_3.csv","Apis melifera",3,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.20923384488012
"419",4780,"Apis","Gaertnera psychotrioides/edentata","14_1_kaiser-bunbury_2010_mauritius_control.csv","Apis mellifera",13,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.446284096133725
"420",4781,"Apis","Memecylon elaeagni","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",55,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.30908012041811
"421",4782,"Apis","Excoecaria benthamiana","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",16,6,"itis","Hymenoptera","Apidae","Apis","Bee",0.097320785727435
"422",4785,"Apis","Tradescanta sp.","10_1_souza_2017_brazil_chaco.csv","Apis mellifera",1,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.206513385826537
"423",4787,"Apis","Helichrysum proteoides","14_1_kaiser-bunbury_2010_mauritius_control.csv","Apis mellifera",2,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.324234418139816
"424",4794,"Apis","Erythroxylum sechellarum","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",63,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.55764613779056
"425",4795,"Apis","Salix fragilis","9_1_small_1976_canada.csv","Apis mellifera",1,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.57136547497509
"426",4797,"Apis","Dracaena reflexa","11_1_kaiser-bunbury_2017_seychelles_bernica.csv","Apis mellifera",7,6,"itis","Hymenoptera","Apidae","Apis","Bee",-0.130676702935536
"427",4801,"Apis","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Apis mellifera",20,6,"itis","Hymenoptera","Apidae","Apis","Bee",1.1937207784015
"428",4802,"Apis","Dillenia ferruginea","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Apis mellifera",82,6,"itis","Hymenoptera","Apidae","Apis","Bee",2.14799042905012
