"","X.1","genus_old","Plant_species","Id","Pollinator_species","Interaction","X","db","order","family","genus","guild","Z_scores"
"134",2279,"Andrena","Ledum palustre","9_1_small_1976_canada.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"135",2292,"Andrena","Genista anglica","3_3_dupont_2009_denmark_so.csv","Andrena haemorrhoa",26,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.243783074112423
"136",2298,"Andrena","Cistus monspeliensis","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.415873221242559
"137",2302,"Andrena","Cistus monspeliensis","1_4_bartomeus_spain_2008_medca_2_3.csv","Andrena ovatula",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.767190764560439
"138",2314,"Andrena","Geranium maculatum","16_1_burkle_usa_2013.csv","Andrena personata",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"139",2316,"Andrena","Phlox divaricata","16_1_burkle_usa_2013.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"140",2328,"Andrena","Dentaria laciniata","16_1_burkle_usa_2013.csv","Andrena cressonii",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"141",2337,"Andrena","Melampyrum pratense","3_1_dupont_2009_denmark_hl.csv","Andrena fulva",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.201976431809737
"142",2338,"Andrena","Carpobrotus affinis","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena nigroaenea",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.0897558983822818
"143",2342,"Andrena","Sanicula odorata","16_1_burkle_usa_2013.csv","Andrena geranii",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"144",2350,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena rugosa",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.168165246310653
"145",2356,"Andrena","Cistus crispus","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena nitidiuscula",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.350549383010755
"146",2371,"Andrena","Genista anglica","3_3_dupont_2009_denmark_so.csv","Andrena praecox",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.332908068949222
"147",2373,"Andrena","Sonchus tenerrinus","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena taraxaci",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.487246305503816
"148",2374,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena illini",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.195697211980373
"149",2379,"Andrena","Aronia melanocarpa","9_1_small_1976_canada.csv","Andrena alleghaniensis",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.385566921988081
"150",2383,"Andrena","Camassia scilloides","16_1_burkle_usa_2013.csv","Andrena personata",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"151",2384,"Andrena","Ranunculus hispidus","16_1_burkle_usa_2013.csv","Andrena geranii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"152",2389,"Andrena","Hydrophyllum virginianum","16_1_burkle_usa_2013.csv","Andrena geranii",12,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.0245585133773906
"153",2392,"Andrena","Cistus salvifolius","12_7_bartomeus_spain_2008_Esparragal_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.470492874636098
"154",2414,"Andrena","Sonchus tenerrinus","1_4_bartomeus_spain_2008_medca_2_3.csv","Andrena senecionis",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.67387075904096
"155",2428,"Andrena","Hydrophyllum appendiculatum","16_1_burkle_usa_2013.csv","Andrena geranii",27,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.437537998423198
"156",2434,"Andrena","Thapsia villosa","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena rhyssonota",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.68757705912103
"157",2458,"Andrena","Uvularia grandiflora","16_1_burkle_usa_2013.csv","Andrena mandibularis",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"158",2463,"Andrena","Viola sororia","16_1_burkle_usa_2013.csv","Andrena violae",9,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0580373836317708
"159",2465,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena personata",41,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.822985517799284
"160",2468,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"161",2472,"Andrena","Anemonella thalictroides","16_1_burkle_usa_2013.csv","Andrena personata",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.195697211980373
"162",2473,"Andrena","Salix fragilis","9_1_small_1976_canada.csv","Andrena vicina",11,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.357627289959959
"163",2474,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena vicina",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0139698160140609
"164",2479,"Andrena","Rosmarinus officinalis","12_5_bartomeus_spain_2008_Elpinar_unp.csv","Andrena ferrugineicrus",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.801425946456934
"165",2483,"Andrena","Convolvulus arvensis","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena ovatula",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.68757705912103
"166",2486,"Andrena","Lavandula pedunculata","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena tenuistriata",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.68757705912103
"167",2491,"Andrena","Trifolium dubium","2_1_dicks_2002_england_shelfanger.csv","Andrena haemorrhoa",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.222325251687322
"168",2496,"Andrena","Hydrophyllum appendiculatum","16_1_burkle_usa_2013.csv","Andrena nasonii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"169",2519,"Andrena","Cistus albidus","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena lepida",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.430461472790421
"170",2522,"Andrena","Leucanthemum vulgare","2_1_dicks_2002_england_shelfanger.csv","Andrena haemorrhoa",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.211593839738367
"171",2527,"Andrena","Sanicula odorata","16_1_burkle_usa_2013.csv","Andrena personata",125,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",3.1356706340558
"172",2535,"Andrena","Anemonella thalictroides","16_1_burkle_usa_2013.csv","Andrena erigeniae",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.223229177650094
"173",2539,"Andrena","Calluna vulgaris","3_1_dupont_2009_denmark_hl.csv","Andrena fuscipes",11,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.123149318322878
"174",2560,"Andrena","Cistus monspeliensis","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena lepida",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.07615368197605
"175",2587,"Andrena","Chamaenerium angustifolium","3_3_dupont_2009_denmark_so.csv","Andrena fuscipes",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.385334536500281
"176",2610,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena cressonii",16,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.134686376056273
"177",2627,"Andrena","Sanicula odorata","16_1_burkle_usa_2013.csv","Andrena nasonii",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.168165246310653
"178",2630,"Andrena","Salix fragilis","9_1_small_1976_canada.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"179",2638,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena regularis",10,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.264728013466454
"180",2641,"Andrena","Cistus albidus","12_5_bartomeus_spain_2008_Elpinar_unp.csv","Andrena nigroaenaea",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.394732182583266
"181",2645,"Andrena","Rosmarinus officinalis","12_5_bartomeus_spain_2008_Elpinar_unp.csv","Andrena nigroaenaea",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.801425946456934
"182",2649,"Andrena","Tradescantia brevicaulis","16_1_burkle_usa_2013.csv","Andrena personata",12,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.0245585133773906
"183",2657,"Andrena","Vicea lutea","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena lepida",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.538076840988026
"184",2658,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena erigeniae",452,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",12.1386234080544
"185",2684,"Andrena","Cistus ladanifer","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Andrena flavipes",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.374474854131462
"186",2699,"Andrena","Nemopanthus mucronata","9_1_small_1976_canada.csv","Andrena alleghaniensis",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.106869092507566
"187",2700,"Andrena","Ledum palustre","9_1_small_1976_canada.csv","Andrena alleghaniensis",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.478466198481585
"188",2706,"Andrena","Polemonium reptans","16_1_burkle_usa_2013.csv","Andrena nasonii",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.250761143319814
"189",2707,"Andrena","Ranunculus hispidus","16_1_burkle_usa_2013.csv","Andrena nasonii",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.140633280640932
"190",2723,"Andrena","Vaccinium myrtillus","3_2_dupont_2009_denmark_ib.csv","Andrena fulva",16,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.110615762371427
"191",2725,"Andrena","Sanicula odorata","16_1_burkle_usa_2013.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"192",2732,"Andrena","Hypochaeris radicata","2_1_dicks_2002_england_shelfanger.csv","Andrena haemorrhoa",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.222325251687322
"193",2738,"Andrena","Geranium maculatum","16_1_burkle_usa_2013.csv","Andrena nasonii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"194",2740,"Andrena","Geranium maculatum","16_1_burkle_usa_2013.csv","Andrena geranii",26,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.410006032753477
"195",2742,"Andrena","Isopyrum biternatum","16_1_burkle_usa_2013.csv","Andrena nasonii",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.223229177650094
"196",2749,"Andrena","Polemonium reptans","16_1_burkle_usa_2013.csv","Andrena polemonii",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.140633280640932
"197",2751,"Andrena","Erythronium albidum","16_1_burkle_usa_2013.csv","Andrena carlini",14,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.0796224447168316
"198",2760,"Andrena","Ledum palustre","9_1_small_1976_canada.csv","Andrena regularis",31,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",2.21561281983006
"199",2765,"Andrena","Melampyrum pratense","3_1_dupont_2009_denmark_hl.csv","Andrena carantonica",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.215114284057547
"200",2789,"Andrena","Dicentra cucullaria","16_1_burkle_usa_2013.csv","Andrena carlini",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.223229177650094
"201",2790,"Andrena","Erigenia bulbosa","16_1_burkle_usa_2013.csv","Andrena carlini",118,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",2.94294687436776
"202",2791,"Andrena","Lavandula stoechas","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv","Andrena rhyssonota",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.388377417654161
"203",2795,"Andrena","Cistus salvifolius","12_6_bartomeus_spain_2008_Elpozo_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.320304126730551
"204",2800,"Andrena","Rosmarinus officinalis","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv","Andrena vulpecula",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.438172686569338
"205",2814,"Andrena","Genista anglica","3_3_dupont_2009_denmark_so.csv","Andrena fulva",6,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.280481601398164
"206",2827,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena carlini",64,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",1.45622072820285
"207",2838,"Andrena","Aetheorrina bulbosa","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena cinerea",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.198745203560767
"208",2840,"Andrena","Ledum palustre","9_1_small_1976_canada.csv","Andrena vicina",11,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.357627289959959
"209",2841,"Andrena","Nemopanthus mucronata","9_1_small_1976_canada.csv","Andrena vicina",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.292667645494576
"210",2847,"Andrena","Calluna vulgaris","3_2_dupont_2009_denmark_ib.csv","Andrena fuscipes",9,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.203405017583822
"211",2868,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena miserabilis",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.168165246310653
"212",2882,"Andrena","Nemopanthus mucronata","9_1_small_1976_canada.csv","Andrena regularis",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"213",2883,"Andrena","Gaylussacia baccata","9_1_small_1976_canada.csv","Andrena regularis",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0139698160140609
"214",2885,"Andrena","Genista anglica","3_2_dupont_2009_denmark_ib.csv","Andrena lapponica",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.282938664908732
"215",2890,"Andrena","Ranunculus hispidus","16_1_burkle_usa_2013.csv","Andrena personata",19,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.217282273065434
"216",2891,"Andrena","Trientalis europaea","3_3_dupont_2009_denmark_so.csv","Andrena lapponica",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.332908068949222
"217",2916,"Andrena","Vaccinium myrtillus","3_2_dupont_2009_denmark_ib.csv","Andrena clarkella",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.296194272796217
"218",2939,"Andrena","Sanicula odorata","16_1_burkle_usa_2013.csv","Andrena pruni",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"219",2948,"Andrena","Cistus crispus","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv","Andrena hispania",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.175059218573874
"220",2952,"Andrena","Dentaria laciniata","16_1_burkle_usa_2013.csv","Andrena carlini",17,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.162218341725993
"221",2956,"Andrena","Lavandula pedunculata","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena rhyssonota",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.68757705912103
"222",2962,"Andrena","Lotus corniculatus","2_1_dicks_2002_england_shelfanger.csv","Andrena wilkella",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.15793677999359
"223",2963,"Andrena","Vicia cracca","2_1_dicks_2002_england_shelfanger.csv","Andrena wilkella",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.190131015840456
"224",2968,"Andrena","Kalmia polifolia","9_1_small_1976_canada.csv","Andrena vicina",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.57136547497509
"225",2971,"Andrena","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.487246305503816
"226",2972,"Andrena","Uvularia grandiflora","16_1_burkle_usa_2013.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"227",2973,"Andrena","Viola pubescens","16_1_burkle_usa_2013.csv","Andrena carlini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"228",2976,"Andrena","Cistus ladanifer","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv","Andrena fertoni",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.339003566127185
"229",2984,"Andrena","Viola sororia","16_1_burkle_usa_2013.csv","Andrena pruni",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"230",3000,"Andrena","Aetheorrina bulbosa","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena senecionis",2,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.198745203560767
"231",3069,"Andrena","Salix fragilis","9_1_small_1976_canada.csv","Andrena bradleyi",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.199768369001071
"232",3070,"Andrena","Vaccinium myrtilloides","9_1_small_1976_canada.csv","Andrena bradleyi",12,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.450526566453464
"233",3073,"Andrena","Calendula arvensis","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.438172686569338
"234",3083,"Andrena","Leucanthemum vulgare","2_1_dicks_2002_england_shelfanger.csv","Andrena wilkella",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.179399603891501
"235",3100,"Andrena","Cistus salvifolius","1_3_bartomeus_spain_2008_medca_1_2.csv","Andrena cinerea",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",0.430461472790421
"236",3102,"Andrena","Cistus salvifolius","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv","Andrena flavipes",5,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0305658953065495
"237",3118,"Andrena","Dentaria laciniata","16_1_burkle_usa_2013.csv","Andrena forbesii",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"238",3120,"Andrena","Thymelaea hirusta","1_1_bartomeus_spain_2008_batca_1_2.csv","Andrena agilissima",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.487246305503816
"239",3127,"Andrena","Chamaedaphne calyculata","9_1_small_1976_canada.csv","Andrena regularis",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.292667645494576
"240",3128,"Andrena","Aronia melanocarpa","9_1_small_1976_canada.csv","Andrena regularis",7,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0139698160140609
"241",3135,"Andrena","Mertensia virginica","16_1_burkle_usa_2013.csv","Andrena illini",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.278293108989535
"242",3140,"Andrena","Cistus salvifolius","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Andrena hispania",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.15073194566065
"243",3151,"Andrena","Erigenia bulbosa","16_1_burkle_usa_2013.csv","Andrena erigeniae",4,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.195697211980373
"244",3157,"Andrena","Claytonia virginica","16_1_burkle_usa_2013.csv","Andrena forbesii",9,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.0580373836317708
"245",3165,"Andrena","Lotus corniculatus","2_1_dicks_2002_england_shelfanger.csv","Andrena pubescens",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.222325251687322
"246",3168,"Andrena","Genista anglica","3_3_dupont_2009_denmark_so.csv","Andrena clarkella",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.359121302724752
"247",3172,"Andrena","Sedum sediforme","1_2_bartomeus_spain_2008_fraop_1_2.csv","Andrena sp.",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.528224270352258
"248",3173,"Andrena","Erigenia bulbosa","16_1_burkle_usa_2013.csv","Andrena erythronii",11,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.00297345229232983
"249",3182,"Andrena","Vaccinium myrtillus","3_2_dupont_2009_denmark_ib.csv","Andrena barbilabris",3,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.282938664908732
"250",3183,"Andrena","Cistus monspeliensis","1_4_bartomeus_spain_2008_medca_2_3.csv","Andrena villipes",1,3,"itis","Hymenoptera","Andrenidae","Andrena","Bee",-0.767190764560439
