"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"523","Cistus albidus","Coleoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",1,-0.614967199835228,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"524","Cistus albidus","Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",11,0.8067442669756,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"525","Cistus albidus","Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",16,2.41919716976391,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"526","Cistus albidus","Hymenoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",3,-0.429634619062968,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"527","Cistus albidus","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",4,-0.223925214787904,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"528","Cistus albidus","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",5,-0.0696171847414074,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"529","Cistus albidus","Non-syrphids-diptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",4,-0.336968328676837,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"530","Cistus albidus","Syrphids","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.665640706972263,"Malvales","Cistaceae","Cistus","Cistus albidus","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","50","50","7","3","94.78","shrub","perennial","0.5",NA,"Cistus albidus"
"531","Cistus crispus","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",24,0.250620224123527,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"532","Cistus crispus","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",17,-0.0804807433736558,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"533","Cistus crispus","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",7,-0.168557956213974,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"534","Cistus crispus","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",5,-0.301675033375251,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"535","Cistus crispus","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",30,1.23133231005912,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"536","Cistus crispus","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",19,0.201992949203901,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"537","Cistus crispus","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",4,-0.597748674610094,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"538","Cistus crispus","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",10,-0.291854954636107,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"539","Cistus crispus","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",9,-0.185048343724922,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"540","Cistus crispus","Coleoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",2,-0.434859956452174,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"541","Cistus crispus","Hymenoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",31,0.468727554306704,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"542","Cistus crispus","Hymenoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",47,0.724326690362903,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"543","Cistus crispus","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.378367662349847,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"544","Cistus crispus","Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",13,-0.059643584506483,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"545","Cistus crispus","Hymenoptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",38,1.08553557091586,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"546","Cistus crispus","Hymenoptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",26,0.964674357562241,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"547","Cistus crispus","Hymenoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",6,-0.445491298929151,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"548","Cistus crispus","Hymenoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",7,-0.420814120638107,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"549","Cistus crispus","Hymenoptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",4,-0.361932789932567,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"550","Cistus crispus","Non-syrphids-diptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",5,-0.204862746783137,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"551","Cistus crispus","Non-syrphids-diptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",1,-0.701937845543257,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"552","Cistus crispus","Non-syrphids-diptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",2,-0.644717221431629,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"553","Cistus crispus","Syrphids","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",3,-0.403701766426006,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"554","Cistus crispus","Syrphids","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",2,-0.427785088310807,"Malvales","Cistaceae","Cistus","Cistus crispus","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","32.5","32.5","5.5","3.5","17.2","shrub","perennial","0.3",NA,"Cistus crispus"
"555","Cistus ladanifer","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",11,-0.15443624621666,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"556","Cistus ladanifer","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",26,0.160961486747312,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"557","Cistus ladanifer","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",5,-0.435279893046377,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"558","Cistus ladanifer","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",199,2.59907176871604,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"559","Cistus ladanifer","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",14,-0.119909399966772,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"560","Cistus ladanifer","Apidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",34,0.308997193847411,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"561","Cistus ladanifer","Coleoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.673679008574118,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"562","Cistus ladanifer","Coleoptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",1,-0.701937845543257,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"563","Cistus ladanifer","Coleoptera","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",4,-0.597748674610094,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"564","Cistus ladanifer","Coleoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",1,-0.678732452642108,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"565","Cistus ladanifer","Hymenoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",5,-0.402403716868279,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"566","Cistus ladanifer","Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",2,-0.259319932636883,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"567","Cistus ladanifer","Hymenoptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",10,-0.101957452425277,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"568","Cistus ladanifer","Hymenoptera","12_6_bartomeus_spain_2008_Elpozo_unp.csv",2,-0.437260179972751,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"569","Cistus ladanifer","Non-syrphids-diptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",2,-0.482884460241935,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"570","Cistus ladanifer","Non-syrphids-diptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",1,-0.701937845543257,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"571","Cistus ladanifer","Non-syrphids-diptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",4,-0.549773286640108,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"572","Cistus ladanifer","Syrphids","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",3,-0.403701766426006,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"573","Cistus ladanifer","Syrphids","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",3,-0.45605754578405,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"574","Cistus ladanifer","Syrphids","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",4,-0.223015142067719,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"575","Cistus ladanifer","Syrphids","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",1,-0.701937845543257,"Malvales","Cistaceae","Cistus","Cistus ladanifer","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","64","64","8.5","0.25","1038","shrub","perennial","1.75",NA,"Cistus ladanifer"
"576","Cistus libanotis","Apidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",3,-0.769461577763317,"Malvales","Cistaceae","Cistus","Cistus libanotis","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","29.1","29.1","6","0.5","22","shrub","perennial","1.05",NA,"Cistus libanotis"
"577","Cistus libanotis","Hymenoptera","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",5,-0.353536400593956,"Malvales","Cistaceae","Cistus","Cistus libanotis","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","29.1","29.1","6","0.5","22","shrub","perennial","1.05",NA,"Cistus libanotis"
"578","Cistus libanotis","Hymenoptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.618354596867372,"Malvales","Cistaceae","Cistus","Cistus libanotis","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","29.1","29.1","6","0.5","22","shrub","perennial","1.05",NA,"Cistus libanotis"
"579","Cistus libanotis","Syrphids","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.618354596867372,"Malvales","Cistaceae","Cistus","Cistus libanotis","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","100","3","29.1","29.1","6","0.5","22","shrub","perennial","1.05",NA,"Cistus libanotis"
"580","Cistus monspeliensis","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.665640706972263,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"581","Cistus monspeliensis","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",2,-0.74838473597013,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"582","Cistus monspeliensis","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",4,-0.372543576399837,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"583","Cistus monspeliensis","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.230711989237712,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"584","Cistus monspeliensis","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",11,0.8067442669756,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"585","Cistus monspeliensis","Coleoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",9,0.835406216896889,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"586","Cistus monspeliensis","Coleoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",2,-0.482884460241935,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"587","Cistus monspeliensis","Coleoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.526023335461983,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"588","Cistus monspeliensis","Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",20,2.13189074352868,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"589","Cistus monspeliensis","Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",14,1.96668546894476,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"590","Cistus monspeliensis","Hymenoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",4,-0.372543576399837,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"591","Cistus monspeliensis","Hymenoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",1,-0.50971137469982,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"592","Cistus monspeliensis","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.378367662349847,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"593","Cistus monspeliensis","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",30,3.60427571747654,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"594","Cistus monspeliensis","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",14,1.96668546894476,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"595","Cistus monspeliensis","Syrphids","1_4_bartomeus_spain_2008_medca_2_3.csv",2,-0.74838473597013,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"596","Cistus monspeliensis","Syrphids","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",14,-0.0609616761381552,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"597","Cistus monspeliensis","Syrphids","12_11_bartomeus_spain_2008_Niebla_unp.csv",5,-0.0830563161255762,"Malvales","Cistaceae","Cistus","Cistus monspeliensis","hermaphrodite","self_incompatible","none","quantitative","0","dish","actinomorphic","100","3","15","15","NA","0.25","21","shrub","perennial","0.5",NA,"Cistus monspeliensis"
"598","Cistus salvifolius","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",2,-0.518402209577477,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"599","Cistus salvifolius","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",1,-0.974640586379704,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"600","Cistus salvifolius","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",11,-0.15443624621666,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"601","Cistus salvifolius","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",6,-0.375576802410394,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"602","Cistus salvifolius","Apidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",11,0.894239130914125,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"603","Cistus salvifolius","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",3,-0.241167537352301,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"604","Cistus salvifolius","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",6,-0.259638348396733,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
