"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"83","Alstonia macrophylla","Non-syrphids-diptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",2,-0.507137528618751,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"84","Alstonia macrophylla","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",4,-0.538451232727627,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"85","Alstonia macrophylla","Non-syrphids-diptera","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",10,-0.277511896318938,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"86","Alstonia macrophylla","Syrphids","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",2,-0.588060488754978,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"87","Alstonia macrophylla","Syrphids","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"88","Alstonia macrophylla","Syrphids","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",5,-0.441859043039121,"Gentianales","Apocynaceae","Alstonia","Alstonia macrophylla","hermaphrodite","self_compatible",NA,"NA","NA","tube","actinomorphic","6500","130","100","12.5","5.5","5","70","tree","perennial","17.100000000000001",NA,"Alstonia macrophylla"
"89","Alternanthera sp.","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",15,-0.130656111751736,"Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera sp","NA","self_compatible",NA,"NA","NA","NA","NA","5000","100","30","NA","NA","0.2","1","NA","NA","1",NA,"Alternanthera sp"
"90","Alyssum maritimum","Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",3,-0.553994617910591,"Brassicales","Brassicaceae","Lobularia","Lobularia maritima","hermaphrodite","self_compatible","medium","quantitative","35","bowl","actinomorphic","750","15","20","4","NA","0.45","2","herb","perennial","0.25",NA,"Lobularia maritima"
"91","Alyssum maritimum","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",2,-0.660005933683605,"Brassicales","Brassicaceae","Lobularia","Lobularia maritima","hermaphrodite","self_compatible","medium","quantitative","35","bowl","actinomorphic","750","15","20","4","NA","0.45","2","herb","perennial","0.25",NA,"Lobularia maritima"
"92","Anaphalis nepalensis","Apidae","5_1_fang_2008_china.csv",3,-0.501390642741615,"Asterales","Asteraceae","Anaphalis","Anaphalis nepalensis","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","10","10","14.1","14.1","10","0.5","100","herb","perennial","0.22500000000000001",NA,"Anaphalis nepalensis"
"93","Anaphalis nepalensis","Coleoptera","5_1_fang_2008_china.csv",10,-0.347675562748366,"Asterales","Asteraceae","Anaphalis","Anaphalis nepalensis","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","10","10","14.1","14.1","10","0.5","100","herb","perennial","0.22500000000000001",NA,"Anaphalis nepalensis"
"94","Anaphalis nepalensis","Hymenoptera","5_1_fang_2008_china.csv",13,-0.281797671322688,"Asterales","Asteraceae","Anaphalis","Anaphalis nepalensis","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","10","10","14.1","14.1","10","0.5","100","herb","perennial","0.22500000000000001",NA,"Anaphalis nepalensis"
"95","Anaphalis nepalensis","Non-syrphids-diptera","5_1_fang_2008_china.csv",92,1.45298680288683,"Asterales","Asteraceae","Anaphalis","Anaphalis nepalensis","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","10","10","14.1","14.1","10","0.5","100","herb","perennial","0.22500000000000001",NA,"Anaphalis nepalensis"
"96","Anaphalis nepalensis","Syrphids","5_1_fang_2008_china.csv",60,0.750289294346268,"Asterales","Asteraceae","Anaphalis","Anaphalis nepalensis","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","10","10","14.1","14.1","10","0.5","100","herb","perennial","0.22500000000000001",NA,"Anaphalis nepalensis"
"97","Anchusa azurea","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.614957296114937,"Boraginales","Boraginaceae","Anchusa","Anchusa azurea","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","50","15","50","11.5","8","4.5","4","herb","perennial","0.85",NA,"Anchusa azurea"
"98","Anchusa azurea","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",6,-0.377473787452664,"Boraginales","Boraginaceae","Anchusa","Anchusa azurea","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","50","15","50","11.5","8","4.5","4","herb","perennial","0.85",NA,"Anchusa azurea"
"99","Andromeda glaucophylla","Apidae","9_1_small_1976_canada.csv",3,-0.838134233459096,"Ericales","Ericaceae","Andromeda","Andromeda glaucophylla","hermaphrodite","partially_self_compatible","low","quantitative","40","campanulate","actinomorphic","800","12","20","4.5","4.0999999999999996","2.4500000000000002","47","shrub","perennial","0.35",NA,"Andromeda glaucophylla"
"100","Andryala integrifolia","Coleoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.526023335461983,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"101","Andryala integrifolia","Coleoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",3,-0.594910740806009,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"102","Andryala integrifolia","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.230711989237712,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"103","Andryala integrifolia","Hymenoptera","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",4,-0.561498989178636,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"104","Andryala integrifolia","Hymenoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",16,0.0525735073270427,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"105","Andryala integrifolia","Hymenoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.635746063974775,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"106","Andryala integrifolia","Hymenoptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",4,-0.236780365722204,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"107","Andryala integrifolia","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.614957296114937,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"108","Andryala integrifolia","Syrphids","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.526023335461983,"Asterales","Asteraceae","Andryala","Andryala integrifolia","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","13","14.5","14.5","4","10","75","herb","perennial","0.46",NA,"Andryala integrifolia"
"109","Anemone rivularis","Apidae","5_1_fang_2008_china.csv",1,-0.5453092370254,"Ranunculales","Ranunculaceae","Anemone","Anemone rivularis","hermaphrodite","self_compatible","medium","quantitative","25","dish","actinomorphic","20","1","20","20","5","1","100","herb","perennial","0.8",NA,"Anemone rivularis"
"110","Anemone rivularis","Hymenoptera","5_1_fang_2008_china.csv",17,-0.193960482755118,"Ranunculales","Ranunculaceae","Anemone","Anemone rivularis","hermaphrodite","self_compatible","medium","quantitative","25","dish","actinomorphic","20","1","20","20","5","1","100","herb","perennial","0.8",NA,"Anemone rivularis"
"111","Anemone rivularis","Lepidoptera","5_1_fang_2008_china.csv",8,-0.391594157032152,"Ranunculales","Ranunculaceae","Anemone","Anemone rivularis","hermaphrodite","self_compatible","medium","quantitative","25","dish","actinomorphic","20","1","20","20","5","1","100","herb","perennial","0.8",NA,"Anemone rivularis"
"112","Anemone rivularis","Non-syrphids-diptera","5_1_fang_2008_china.csv",4,-0.479431345599722,"Ranunculales","Ranunculaceae","Anemone","Anemone rivularis","hermaphrodite","self_compatible","medium","quantitative","25","dish","actinomorphic","20","1","20","20","5","1","100","herb","perennial","0.8",NA,"Anemone rivularis"
"113","Anemonella thalictroides","Hymenoptera","16_1_burkle_usa_2013.csv",11,-0.41944822164464,"Ranunculales","Ranunculaceae","Anemonella","Anemonella thalictroides","hermaphrodite","self_incompatible","none","qualitative","NA","dish","actinomorphic","15","1","18.5","18.5","5","0.5","1","herb","perennial","0.2",NA,"Anemonella thalictroides"
"114","Angelica archangelica","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.668282796261789,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"115","Angelica archangelica","Coleoptera","18_1_bundgaard_2003_denmark.csv",62,1.66116009356502,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"116","Angelica archangelica","Hymenoptera","18_1_bundgaard_2003_denmark.csv",3,-0.591907619546156,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"117","Angelica archangelica","Lepidoptera","18_1_bundgaard_2003_denmark.csv",1,-0.668282796261789,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"118","Angelica archangelica","Non-syrphids-diptera","18_1_bundgaard_2003_denmark.csv",147,4.90710510397942,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"119","Angelica archangelica","Syrphids","18_1_bundgaard_2003_denmark.csv",10,-0.32459450104144,"Apiales","Apiaceae","Angelica","Angelica archangelica","hermaphrodite","partially_self_compatible",NA,"NA","NA","dish","actinomorphic","2000","2000","100","4.5","0.5","1.5","2","herb","perennial","0.85",NA,"Angelica archangelica"
"120","Anthriscus sylvestris","Coleoptera","18_1_bundgaard_2003_denmark.csv",27,0.32459450104144,"Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","andromonoecious","self_compatible","medium","quantitative","NA","dish","zygomorphic","800","800","13.5","4.5","NA","1","2","herb","perennial","0.9",NA,"Anthriscus sylvestris"
"121","Anthriscus sylvestris","Hymenoptera","18_1_bundgaard_2003_denmark.csv",5,-0.515532442830523,"Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","andromonoecious","self_compatible","medium","quantitative","NA","dish","zygomorphic","800","800","13.5","4.5","NA","1","2","herb","perennial","0.9",NA,"Anthriscus sylvestris"
"122","Anthriscus sylvestris","Lepidoptera","18_1_bundgaard_2003_denmark.csv",3,-0.591907619546156,"Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","andromonoecious","self_compatible","medium","quantitative","NA","dish","zygomorphic","800","800","13.5","4.5","NA","1","2","herb","perennial","0.9",NA,"Anthriscus sylvestris"
"123","Anthriscus sylvestris","Non-syrphids-diptera","18_1_bundgaard_2003_denmark.csv",107,3.37960156966676,"Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","andromonoecious","self_compatible","medium","quantitative","NA","dish","zygomorphic","800","800","13.5","4.5","NA","1","2","herb","perennial","0.9",NA,"Anthriscus sylvestris"
"124","Anthriscus sylvestris","Syrphids","18_1_bundgaard_2003_denmark.csv",24,0.210031735967991,"Apiales","Apiaceae","Anthriscus","Anthriscus sylvestris","andromonoecious","self_compatible","medium","quantitative","NA","dish","zygomorphic","800","800","13.5","4.5","NA","1","2","herb","perennial","0.9",NA,"Anthriscus sylvestris"
"125","Antidesma madagascariense","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"126","Antidesma madagascariense","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"127","Antidesma madagascariense","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",7,-0.36849388666432,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"128","Antidesma madagascariense","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"129","Antidesma madagascariense","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"130","Antidesma madagascariense","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"131","Antidesma madagascariense","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
"132","Antidesma madagascariense","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",21,0.210368062518272,"Malpighiales","Phyllanthaceae","Antidesma","Antidesma madagascariense","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","5000","50","10","2","2","0.5","2","tree","perennial","9.1",NA,"Antidesma madagascariense"
