"","Species_all","X","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo","clusters"
"698","Craterispermum microdon",727,"Craterispermum microdon","Hymenoptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",18,0.0680764405793381,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"699","Craterispermum microdon",729,"Craterispermum microdon","Non-syrphids-diptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",8,-0.370763424312263,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"700","Craterispermum microdon",731,"Craterispermum microdon","Syrphids","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",1,-0.677951329736383,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"701","Craterispermum microdon",725,"Craterispermum microdon","Coleoptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",2,-0.620332110855392,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"702","Craterispermum microdon",724,"Craterispermum microdon","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",34,0.770220224405899,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"703","Craterispermum microdon",723,"Craterispermum microdon","Apidae","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",44,1.52492141809321,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"704","Craterispermum microdon",730,"Craterispermum microdon","Syrphids","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",2,-0.620332110855392,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"705","Craterispermum microdon",726,"Craterispermum microdon","Hymenoptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",31,0.860914373418641,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"706","Craterispermum microdon",728,"Craterispermum microdon","Non-syrphids-diptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",8,-0.313867321005592,"Gentianales","Rubiaceae","Craterispermum","hermaphrodite",NA,NA,NA,NA,"tube","actinomorphic",200,"15",25,4.5,5.5,4.5,2,"shrub","perennial",7.5,NA,"Craterispermum microdon",5
"707","Crepis capillaris",739,"Crepis capillaris","Lepidoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.483761338821196,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"708","Crepis capillaris",737,"Crepis capillaris","Hymenoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.414652576132454,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"709","Crepis capillaris",740,"Crepis capillaris","Syrphids","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"710","Crepis capillaris",733,"Crepis capillaris","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.483761338821196,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"711","Crepis capillaris",734,"Crepis capillaris","Coleoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.483761338821196,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"712","Crepis capillaris",735,"Crepis capillaris","Hymenoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",17,0.613588910123018,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"713","Crepis capillaris",738,"Crepis capillaris","Lepidoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",3,-0.289885367127578,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"714","Crepis capillaris",736,"Crepis capillaris","Hymenoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",19,0.603391023428514,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"715","Crepis capillaris",732,"Crepis capillaris","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,"Asterales","Asteraceae","Crepis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",50,"10",15,15,10,5,40,"herb","short_lived",0.6,NA,"Crepis capillaris",2
"716","Crithmum maritimum",742,"Crithmum maritimum","Syrphids","8_1_olesen_2002_azores.csv",12,-0.630679461557888,"Apiales","Apiaceae","Crthitmum","hermaphrodite","self_compatible","high","qualitative",NA,"dish","actinomorphic",1000,"200",15,3,1,5.5,4,"herb","perennial",0.45,NA,"Crithmum maritimum",5
"717","Crithmum maritimum",741,"Crithmum maritimum","Non-syrphids-diptera","8_1_olesen_2002_azores.csv",263,3.2124551533226,"Apiales","Apiaceae","Crthitmum","hermaphrodite","self_compatible","high","qualitative",NA,"dish","actinomorphic",1000,"200",15,3,1,5.5,4,"herb","perennial",0.45,NA,"Crithmum maritimum",5
"718","Croton fothergillifolius",747,"Croton fothergillifolius","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",28,0.430465184261938,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"719","Croton fothergillifolius",754,"Croton fothergillifolius","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",17,0.0693912905047235,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"720","Croton fothergillifolius",752,"Croton fothergillifolius","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",113,3.4528338188299,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"721","Croton fothergillifolius",749,"Croton fothergillifolius","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",21,0.164145493953186,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"722","Croton fothergillifolius",746,"Croton fothergillifolius","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",14,-0.0363412885054382,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"723","Croton fothergillifolius",743,"Croton fothergillifolius","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"724","Croton fothergillifolius",748,"Croton fothergillifolius","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",17,0.0693912905047235,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"725","Croton fothergillifolius",753,"Croton fothergillifolius","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",7,-0.36849388666432,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"726","Croton fothergillifolius",751,"Croton fothergillifolius","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",44,1.03919590496766,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"727","Croton fothergillifolius",745,"Croton fothergillifolius","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",92,2.86538806708482,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"728","Croton fothergillifolius",750,"Croton fothergillifolius","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",7,-0.283050639529149,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"729","Croton fothergillifolius",744,"Croton fothergillifolius","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,"brush","actinomorphic",NA,"5",2.1,2.1,NA,2.5,3,"shrub","perennial",4,NA,"Croton fothergillifolius",1
"730","Croton grangerioides",756,"Croton grangeroides","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",10,-0.254356876531997,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,NA,NA,NA,"5",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton grangerioides",1
"731","Croton grangerioides",758,"Croton grangeroides","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,NA,NA,NA,"5",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton grangerioides",1
"732","Croton grangerioides",755,"Croton grangeroides","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",25,0.316328174129616,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,NA,NA,NA,"5",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton grangerioides",1
"733","Croton grangerioides",757,"Croton grangeroides","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",6,-0.406539556708427,"Malpighiales","Euphorbiaceae","Croton","monoecious","monoecious","none","quantitative",0,NA,NA,NA,"5",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton grangerioides",1
"734","Croton sp. 1",759,"Croton sp.1","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Malpighiales","Euphorbiaceae","Croton",NA,NA,"none","qualitative",NA,NA,NA,1500,"25",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton sp. 1",1
"735","Croton sp. 2",760,"Croton sp.2","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Malpighiales","Euphorbiaceae","Croton",NA,NA,"none","qualitative",NA,NA,NA,1500,"25",20,NA,NA,2.5,3,NA,NA,2.5,NA,"Croton sp. 2",1
"736","Cuphea thymoides",761,"Cuphea thymoides","Apidae","10_1_souza_2017_brazil_chaco.csv",2,-0.385324804149187,"Myrtales","Lythraceae","Cuphea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",50,"15",10,1.25,7,1,6,"herb","perennial",0.5,NA,"Cuphea thymoides",5
"737","Cyananthus delavayi",763,"Cyananthus delavayi","Non-syrphids-diptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Asterales","Campanulaceae","Cyananthus","gynodioecious","partially_self_compatible",NA,NA,NA,"tube","actinomorphic",15,"1",15,15,20,8,34,"herb","perennial",0.135,NA,"Cyananthus delavayi",3
"738","Cyananthus delavayi",764,"Cyananthus delavayi","Syrphids","5_1_fang_2008_china.csv",25,-0.0182861056199761,"Asterales","Campanulaceae","Cyananthus","gynodioecious","partially_self_compatible",NA,NA,NA,"tube","actinomorphic",15,"1",15,15,20,8,34,"herb","perennial",0.135,NA,"Cyananthus delavayi",3
"739","Cyananthus delavayi",762,"Cyananthus delavayi","Hymenoptera","5_1_fang_2008_china.csv",3,-0.501390642741615,"Asterales","Campanulaceae","Cyananthus","gynodioecious","partially_self_compatible",NA,NA,NA,"tube","actinomorphic",15,"1",15,15,20,8,34,"herb","perennial",0.135,NA,"Cyananthus delavayi",3
"740","Cynoglossum amabile",765,"Cynoglossum amabile","Apidae","5_1_fang_2008_china.csv",123,2.13372501428551,"Boraginales","Boraginaceae","Cynoglossum","hermaphrodite","self_compatible",NA,NA,NA,"dish","actinomorphic",30,"30",24,6,2,4,4,"herb","short_lived",0.375,NA,"Cynoglossum amabile",4
"741","Cynoglossum amabile",767,"Cynoglossum amabile","Non-syrphids-diptera","5_1_fang_2008_china.csv",144,2.59487025426525,"Boraginales","Boraginaceae","Cynoglossum","hermaphrodite","self_compatible",NA,NA,NA,"dish","actinomorphic",30,"30",24,6,2,4,4,"herb","short_lived",0.375,NA,"Cynoglossum amabile",4
"742","Cynoglossum amabile",766,"Cynoglossum amabile","Hymenoptera","5_1_fang_2008_china.csv",4,-0.479431345599722,"Boraginales","Boraginaceae","Cynoglossum","hermaphrodite","self_compatible",NA,NA,NA,"dish","actinomorphic",30,"30",24,6,2,4,4,"herb","short_lived",0.375,NA,"Cynoglossum amabile",4
"743","Cynoglossum amabile",768,"Cynoglossum amabile","Syrphids","5_1_fang_2008_china.csv",7,-0.413553454174044,"Boraginales","Boraginaceae","Cynoglossum","hermaphrodite","self_compatible",NA,NA,NA,"dish","actinomorphic",30,"30",24,6,2,4,4,"herb","short_lived",0.375,NA,"Cynoglossum amabile",4
"744","Daucus carota",779,"Daucus carota carota","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",4,-0.347066370220721,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"745","Daucus carota",771,"Daucus carota carota","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1,-0.730294475465862,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"746","Daucus carota",772,"Daucus carota carota","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",21,1.47635070220077,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"747","Daucus carota",780,"Daucus carota carota","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",5,-0.0420143943055693,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"748","Daucus carota",778,"Daucus carota carota","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",3,-0.509629957699199,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"749","Daucus carota",777,"Daucus carota carota","Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",3,-0.255905856224831,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"750","Daucus carota",774,"Daucus carota carota","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",50,4.77054349887781,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"751","Daucus carota",773,"Daucus carota carota","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",32,2.93271082836509,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"752","Daucus carota",776,"Daucus carota carota","Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",16,1.0585524291732,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"753","Daucus carota",775,"Daucus carota carota","Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",12,0.483360372250787,"Apiales","Apiaceae","Daucus","andromonoecious","self_compatible","none","quantitative",0,"dish","zygomorphic",650,"650",80,5.5,1.5,1.15,2,"herb","biennial",0.5,NA,"Daucus carota",4
"754","Deckenia nobilis",792,"Deckenia nobilis","Hymenoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",23,-0.0671633004677976,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"755","Deckenia nobilis",788,"Deckenia nobilis","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",58,0.888360725339581,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"756","Deckenia nobilis",800,"Deckenia nobilis","Syrphids","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",9,-0.505155746150776,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"757","Deckenia nobilis",793,"Deckenia nobilis","Hymenoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",23,-0.107008182867817,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"758","Deckenia nobilis",787,"Deckenia nobilis","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",91,1.61955140446212,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"759","Deckenia nobilis",798,"Deckenia nobilis","Syrphids","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",1,-0.591430095241476,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"760","Deckenia nobilis",795,"Deckenia nobilis","Non-syrphids-diptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",6,-0.512245087106652,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"761","Deckenia nobilis",785,"Deckenia nobilis","Apidae","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",97,1.87209492358324,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"762","Deckenia nobilis",791,"Deckenia nobilis","Hymenoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",34,-0.0688090415516398,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"763","Deckenia nobilis",790,"Deckenia nobilis","Hymenoptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",49,0.634535616792178,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"764","Deckenia nobilis",786,"Deckenia nobilis","Apidae","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",111,1.15064008372464,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"765","Deckenia nobilis",797,"Deckenia nobilis","Non-syrphids-diptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",20,-0.192325517857023,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"766","Deckenia nobilis",799,"Deckenia nobilis","Syrphids","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",8,-0.439232720672926,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"767","Deckenia nobilis",794,"Deckenia nobilis","Non-syrphids-diptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",11,-0.345198834417415,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"768","Deckenia nobilis",796,"Deckenia nobilis","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",13,-0.31520958060455,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"769","Deckenia nobilis",789,"Deckenia nobilis","Coleoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",2,-0.575593093614511,"Arecales","Arecaceae","Deckenia","monoecious","monoecious","none","qualitative",NA,"spike","actinomorphic",50000,"12500",600,1,1,0.5,2000,"tree","perennial",19.1,NA,"Deckenia nobilis",1
"770","Delphinium tricorne",802,"Delphinium tricorne","Hymenoptera","16_1_burkle_usa_2013.csv",8,-0.455721712329077,"Ranunculales","Ranunculaceae","Delphinium","hermaphrodite","self_incompatible","none","qualitative",NA,"tube","zygomorphic",30,"30",90,35,35,15,42,"herb","perennial",0.225,NA,"Delphinium tricorne",2
"771","Delphinium tricorne",801,"Delphinium tricorne","Apidae","16_1_burkle_usa_2013.csv",27,-0.225989604660976,"Ranunculales","Ranunculaceae","Delphinium","hermaphrodite","self_incompatible","none","qualitative",NA,"tube","zygomorphic",30,"30",90,35,35,15,42,"herb","perennial",0.225,NA,"Delphinium tricorne",2
"772","Dianthus armeria",805,"Dianthus armeria","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,"Caryophyllales","Caryophyllaceae","Dianthus","hermaphrodite","self_compatible","high","qualitative",NA,"dish","actinomorphic",15,"2",10.5,10.5,10,10,93,"herb","annual",0.45,NA,"Dianthus armeria",4
"773","Dianthus armeria",806,"Dianthus armeria","Lepidoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,"Caryophyllales","Caryophyllaceae","Dianthus","hermaphrodite","self_compatible","high","qualitative",NA,"dish","actinomorphic",15,"2",10.5,10.5,10,10,93,"herb","annual",0.45,NA,"Dianthus armeria",4
"774","Dianthus caryophyllus",807,"Dianthus caryophillus","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1,-0.469797318144092,"Caryophyllales","Caryophyllaceae","Dianthus","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","actinomorphic",15,"2",45,45,NA,10,97.5,"herb","perennial",0.4,NA,"Dianthus caryophyllus",3
"775","Diapensia lapponica",810,"Diapensia lapponica","Lepidoptera","4_1_elberling_sweeden_1999.csv",2,-0.469048394199448,"Ericales","Diapensiaceae","Diapensia","hermaphrodite","self_compatible","low","qualitative",NA,"campanulate","actinomorphic",50,"1",14.1,14.1,9.1,3,240,"shrub","perennial",0.04,NA,"Diapensia lapponica",3
"776","Diapensia lapponica",811,"Diapensia lapponica","Non-syrphids-diptera","4_1_elberling_sweeden_1999.csv",37,2.88752468696761,"Ericales","Diapensiaceae","Diapensia","hermaphrodite","self_compatible","low","qualitative",NA,"campanulate","actinomorphic",50,"1",14.1,14.1,9.1,3,240,"shrub","perennial",0.04,NA,"Diapensia lapponica",3
"777","Diapensia lapponica",809,"Diapensia lapponica","Hymenoptera","4_1_elberling_sweeden_1999.csv",7,0.010462045967274,"Ericales","Diapensiaceae","Diapensia","hermaphrodite","self_compatible","low","qualitative",NA,"campanulate","actinomorphic",50,"1",14.1,14.1,9.1,3,240,"shrub","perennial",0.04,NA,"Diapensia lapponica",3
