"","Species_all","X","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo","clusters"
"81","Alstonia macrophylla",79,"Alstonia macrophylla","Hymenoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",6,-0.488841976700277,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"82","Alstonia macrophylla",84,"Alstonia macrophylla","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",4,-0.538451232727627,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"83","Alstonia macrophylla",81,"Alstonia macrophylla","Lepidoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",1,-0.612865116768653,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"84","Alstonia macrophylla",74,"Alstonia macrophylla","Apidae","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",3,-0.559756091987546,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"85","Alstonia macrophylla",75,"Alstonia macrophylla","Apidae","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",2,-0.475956251782678,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"86","Alstonia macrophylla",83,"Alstonia macrophylla","Non-syrphids-diptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",2,-0.507137528618751,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"87","Alstonia macrophylla",82,"Alstonia macrophylla","Lepidoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",1,-0.557824517492662,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"88","Alstonia macrophylla",87,"Alstonia macrophylla","Syrphids","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"89","Alstonia macrophylla",76,"Alstonia macrophylla","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",2,-0.588060488754978,"Gentianales","Apocynaceae","Alstonia","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",6500,"130",100,12.5,5.5,5,70,"tree","perennial",17.1,NA,"Alstonia macrophylla",5
"90","Alternanthera sp",89,"Alternanthera sp.","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",15,-0.130656111751736,"Caryophyllales","Amaranthaceae","Alternanthera",NA,"self_compatible",NA,NA,NA,NA,NA,5000,"100",30,NA,NA,0.2,1,NA,NA,1,NA,"Alternanthera sp",5
"91","Anaphalioides alpinum",1266,"Helichrysum alpinum","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",12,-0.136763839073131,"Asterales","Asteraceae","Anaphalioides","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",3,"1",22,22,10,3.7,183,"shrub","perennial",3,NA,"Anaphalioides alpinum",1
"92","Anaphalis nepalensis",93,"Anaphalis nepalensis","Coleoptera","5_1_fang_2008_china.csv",10,-0.347675562748366,"Asterales","Asteraceae","Anaphalis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",10,"10",14.1,14.1,10,0.5,100,"herb","perennial",0.225,NA,"Anaphalis nepalensis",2
"93","Anaphalis nepalensis",94,"Anaphalis nepalensis","Hymenoptera","5_1_fang_2008_china.csv",13,-0.281797671322688,"Asterales","Asteraceae","Anaphalis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",10,"10",14.1,14.1,10,0.5,100,"herb","perennial",0.225,NA,"Anaphalis nepalensis",2
"94","Anaphalis nepalensis",92,"Anaphalis nepalensis","Apidae","5_1_fang_2008_china.csv",3,-0.501390642741615,"Asterales","Asteraceae","Anaphalis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",10,"10",14.1,14.1,10,0.5,100,"herb","perennial",0.225,NA,"Anaphalis nepalensis",2
"95","Anaphalis nepalensis",95,"Anaphalis nepalensis","Non-syrphids-diptera","5_1_fang_2008_china.csv",92,1.45298680288683,"Asterales","Asteraceae","Anaphalis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",10,"10",14.1,14.1,10,0.5,100,"herb","perennial",0.225,NA,"Anaphalis nepalensis",2
"96","Anaphalis nepalensis",96,"Anaphalis nepalensis","Syrphids","5_1_fang_2008_china.csv",60,0.750289294346268,"Asterales","Asteraceae","Anaphalis","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",10,"10",14.1,14.1,10,0.5,100,"herb","perennial",0.225,NA,"Anaphalis nepalensis",2
"97","Anchusa azurea",97,"Anchusa azurea","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.614957296114937,"Boraginales","Boraginaceae","Anchusa","hermaphrodite","self_incompatible","none","qualitative",NA,"tube","actinomorphic",50,"15",50,11.5,8,4.5,4,"herb","perennial",0.85,NA,"Anchusa azurea",2
"98","Anchusa azurea",98,"Anchusa azurea","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",6,-0.377473787452664,"Boraginales","Boraginaceae","Anchusa","hermaphrodite","self_incompatible","none","qualitative",NA,"tube","actinomorphic",50,"15",50,11.5,8,4.5,4,"herb","perennial",0.85,NA,"Anchusa azurea",2
"99","Andromeda glaucophylla",99,"Andromeda glaucophylla","Apidae","9_1_small_1976_canada.csv",3,-0.838134233459096,"Ericales","Ericaceae","Andromeda","hermaphrodite","partially_self_compatible","low","quantitative",40,"campanulate","actinomorphic",800,"12",20,4.5,4.1,2.45,47,"shrub","perennial",0.35,NA,"Andromeda glaucophylla",3
"100","Andryala integrifolia",102,"Andryala integrifolia","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.230711989237712,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"101","Andryala integrifolia",100,"Andryala integrifolia","Coleoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.526023335461983,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"102","Andryala integrifolia",101,"Andryala integrifolia","Coleoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",3,-0.594910740806009,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"103","Andryala integrifolia",107,"Andryala integrifolia","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.614957296114937,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"104","Andryala integrifolia",106,"Andryala integrifolia","Hymenoptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",4,-0.236780365722204,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"105","Andryala integrifolia",104,"Andryala integrifolia","Hymenoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",16,0.0525735073270427,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"106","Andryala integrifolia",108,"Andryala integrifolia","Syrphids","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.526023335461983,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"107","Andryala integrifolia",105,"Andryala integrifolia","Hymenoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.635746063974775,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"108","Andryala integrifolia",103,"Andryala integrifolia","Hymenoptera","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",4,-0.561498989178636,"Asterales","Asteraceae","Andryala","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"13",14.5,14.5,4,10,75,"herb","perennial",0.46,NA,"Andryala integrifolia",2
"109","Anemone rivularis",109,"Anemone rivularis","Apidae","5_1_fang_2008_china.csv",1,-0.5453092370254,"Ranunculales","Ranunculaceae","Anemone","hermaphrodite","self_compatible","medium","quantitative",25,"dish","actinomorphic",20,"1",20,20,5,1,100,"herb","perennial",0.8,NA,"Anemone rivularis",5
"110","Anemone rivularis",112,"Anemone rivularis","Non-syrphids-diptera","5_1_fang_2008_china.csv",4,-0.479431345599722,"Ranunculales","Ranunculaceae","Anemone","hermaphrodite","self_compatible","medium","quantitative",25,"dish","actinomorphic",20,"1",20,20,5,1,100,"herb","perennial",0.8,NA,"Anemone rivularis",5
"111","Anemone rivularis",111,"Anemone rivularis","Lepidoptera","5_1_fang_2008_china.csv",8,-0.391594157032152,"Ranunculales","Ranunculaceae","Anemone","hermaphrodite","self_compatible","medium","quantitative",25,"dish","actinomorphic",20,"1",20,20,5,1,100,"herb","perennial",0.8,NA,"Anemone rivularis",5
"112","Anemone rivularis",110,"Anemone rivularis","Hymenoptera","5_1_fang_2008_china.csv",17,-0.193960482755118,"Ranunculales","Ranunculaceae","Anemone","hermaphrodite","self_compatible","medium","quantitative",25,"dish","actinomorphic",20,"1",20,20,5,1,100,"herb","perennial",0.8,NA,"Anemone rivularis",5
"113","Anemonella thalictroides",113,"Anemonella thalictroides","Hymenoptera","16_1_burkle_usa_2013.csv",11,-0.41944822164464,"Ranunculales","Ranunculaceae","Anemonella","hermaphrodite","self_incompatible","none","qualitative",NA,"dish","actinomorphic",15,"1",18.5,18.5,5,0.5,1,"herb","perennial",0.2,NA,"Anemonella thalictroides",2
"114","Angelica archangelica",118,"Angelica archangelica","Non-syrphids-diptera","18_1_bundgaard_2003_denmark.csv",147,4.90710510397942,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"115","Angelica archangelica",117,"Angelica archangelica","Lepidoptera","18_1_bundgaard_2003_denmark.csv",1,-0.668282796261789,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"116","Angelica archangelica",119,"Angelica archangelica","Syrphids","18_1_bundgaard_2003_denmark.csv",10,-0.32459450104144,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"117","Angelica archangelica",115,"Angelica archangelica","Coleoptera","18_1_bundgaard_2003_denmark.csv",62,1.66116009356502,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"118","Angelica archangelica",116,"Angelica archangelica","Hymenoptera","18_1_bundgaard_2003_denmark.csv",3,-0.591907619546156,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"119","Angelica archangelica",114,"Angelica archangelica","Apidae","18_1_bundgaard_2003_denmark.csv",1,-0.668282796261789,"Apiales","Apiaceae","Angelica","hermaphrodite","partially_self_compatible",NA,NA,NA,"dish","actinomorphic",2000,"2000",100,4.5,0.5,1.5,2,"herb","perennial",0.85,NA,"Angelica archangelica",1
"120","Anthriscus sylvestris",123,"Anthriscus sylvestris","Non-syrphids-diptera","18_1_bundgaard_2003_denmark.csv",107,3.37960156966676,"Apiales","Apiaceae","Anthriscus","andromonoecious","self_compatible","medium","quantitative",NA,"dish","zygomorphic",800,"800",13.5,4.5,NA,1,2,"herb","perennial",0.9,NA,"Anthriscus sylvestris",4
"121","Anthriscus sylvestris",122,"Anthriscus sylvestris","Lepidoptera","18_1_bundgaard_2003_denmark.csv",3,-0.591907619546156,"Apiales","Apiaceae","Anthriscus","andromonoecious","self_compatible","medium","quantitative",NA,"dish","zygomorphic",800,"800",13.5,4.5,NA,1,2,"herb","perennial",0.9,NA,"Anthriscus sylvestris",4
"122","Anthriscus sylvestris",120,"Anthriscus sylvestris","Coleoptera","18_1_bundgaard_2003_denmark.csv",27,0.32459450104144,"Apiales","Apiaceae","Anthriscus","andromonoecious","self_compatible","medium","quantitative",NA,"dish","zygomorphic",800,"800",13.5,4.5,NA,1,2,"herb","perennial",0.9,NA,"Anthriscus sylvestris",4
"123","Anthriscus sylvestris",124,"Anthriscus sylvestris","Syrphids","18_1_bundgaard_2003_denmark.csv",24,0.210031735967991,"Apiales","Apiaceae","Anthriscus","andromonoecious","self_compatible","medium","quantitative",NA,"dish","zygomorphic",800,"800",13.5,4.5,NA,1,2,"herb","perennial",0.9,NA,"Anthriscus sylvestris",4
"124","Anthriscus sylvestris",121,"Anthriscus sylvestris","Hymenoptera","18_1_bundgaard_2003_denmark.csv",5,-0.515532442830523,"Apiales","Apiaceae","Anthriscus","andromonoecious","self_compatible","medium","quantitative",NA,"dish","zygomorphic",800,"800",13.5,4.5,NA,1,2,"herb","perennial",0.9,NA,"Anthriscus sylvestris",4
"125","Antidesma madagascariense",128,"Antidesma madagascariense","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"126","Antidesma madagascariense",130,"Antidesma madagascariense","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"127","Antidesma madagascariense",129,"Antidesma madagascariense","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"128","Antidesma madagascariense",125,"Antidesma madagascariense","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"129","Antidesma madagascariense",131,"Antidesma madagascariense","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"130","Antidesma madagascariense",126,"Antidesma madagascariense","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"131","Antidesma madagascariense",132,"Antidesma madagascariense","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",21,0.210368062518272,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"132","Antidesma madagascariense",127,"Antidesma madagascariense","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",7,-0.36849388666432,"Malpighiales","Phyllanthaceae","Antidesma","dioecious","dioecious","none","quantitative",0,"dish","actinomorphic",5000,"50",10,2,2,0.5,2,"tree","perennial",9.1,NA,"Antidesma madagascariense",1
"133","Antirhea borbonica",134,"Antirhea borbonica","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.558722236884857,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"134","Antirhea borbonica",138,"Antirhea borbonica","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",8,-0.330448216620212,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"135","Antirhea borbonica",136,"Antirhea borbonica","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",22,0.202191163997293,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"136","Antirhea borbonica",139,"Antirhea borbonica","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.38878321853931,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"137","Antirhea borbonica",140,"Antirhea borbonica","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",8,-0.330448216620212,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"138","Antirhea borbonica",141,"Antirhea borbonica","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"139","Antirhea borbonica",133,"Antirhea borbonica","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
"140","Antirhea borbonica",135,"Antirhea borbonica","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Gentianales","Rubiaceae","Antirhea","hermaphrodite","self_compatible",NA,NA,NA,"tube","actinomorphic",2000,"25",10,0.75,5.1,2.5,2,"shrub","perennial",4,NA,"Antirhea borbonica",5
