"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Lactuca canadensis","Hermaphrodite","self_compatible","low",0.00774336156932807,"Capitulum","actinomorphic",-0.219827578074581,-0.158437941734724,-0.521571315890421,0.127107410918496,-0.457030195405509,0.388565375746951,-0.114728615887359,"herb","Short lived",-0.110968149034777,"yes",1
"Lactuca floridana","Hermaphrodite","self_compatible","low",0.0420857740636467,"Capitulum","actinomorphic",-0.219827578074581,-0.158437941734724,-0.628766367144206,-0.109613641558279,-0.34635701703254,0.388565375746951,-0.117376195600393,"herb","Short lived",-0.260389232474902,"yes",1
"Lagerstroemia subcostata","Hermaphrodite","partially_self_compatible","low",-0.405823510651424,"Campanulate","actinomorphic",3.24271769644947,0.567199647787663,2.64961561703402,-0.607714189478158,-0.457030195405509,-0.276910413306325,-0.110021807508631,"tree","Perennial",1.41170384411697,"no",2
"Lamium amplexicaule","Hermaphrodite","self_compatible","high",2.58618110283423,"Tube","zygomorphic",-0.236067321405682,-0.158437941734724,-0.772809717266478,-0.538670549172433,0.381755998579099,1.27586642781799,-0.125318934739495,"herb","Short lived",-0.523654950917027,"yes",5
"Lantana peduncularis","Hermaphrodite","self_compatible","low",-0.702111689426866,"Funnelform","zygomorphic",-0.223307523074103,-0.133840057344134,-0.253583687755962,-0.563328992138763,-0.433730578905936,-0.476553150022308,-0.125318934739495,"shrub","Perennial",-0.224812784036777,"yes",5
"Lappula virginiana","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.208227761409509,-0.133840057344134,-0.588568222924036,-0.612645878071425,-0.567703373778478,-0.154906518646558,-0.125318934739495,"herb","Short lived",-0.324426839663527,"yes",1
"Larrea cuneifolia","Hermaphrodite","partially_self_compatible","medium",0.411483475113093,"Open","actinomorphic",-0.179228219746829,-0.0969432307582503,-0.789558944024881,-0.46469522027344,-0.462855099530402,-0.110541466043006,-0.119553094475554,"shrub","Perennial",-0.295965680913027,"yes",1
"Larrea divaricata","Hermaphrodite","partially_self_compatible","low",-0.338412258583849,"Open","actinomorphic",-0.121229136421468,-0.133840057344134,-0.700229734646728,-0.267427676542795,-0.0551118107878842,-0.165997781797446,-0.115552307353636,"shrub","Perennial",-0.011354093408027,"yes",2
"Larrea nitida","Hermaphrodite","partially_self_compatible","low",0.0365356082646222,"Open","actinomorphic",-0.150228678084148,-0.0969432307582503,-0.387577501823192,-0.168793904677472,-0.34635701703254,-0.415551202692425,-0.123553881597473,"shrub","Perennial",-0.295965680913027,"yes",2
"Lasianthus japonicus","Hermaphrodite","self_compatible","low",-0.237170442496856,"Tube","actinomorphic",-0.235487330572429,-0.133840057344134,0.193062359134805,-0.267427676542795,0.148759833583375,-0.0550851502885664,-0.124142232644813,"shrub","Perennial",-0.153659887160527,"yes",2
"Lathyrus clymenum","Hermaphrodite","self_compatible","high",2.58618110283423,"Papilionaceous","zygomorphic",-0.231427394739653,-0.163357518612842,-0.521571315890421,0.127107410918496,0.410880519203565,0.166740112729192,-0.123553881597473,"herb","Short lived",-0.395579736539777,"yes",5
"Lathyrus linifolius","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Papilionaceous","zygomorphic",-0.235487330572429,-0.158437941734724,-0.432242106512268,-0.218110790610134,0.119635312958909,-0.276910413306325,-0.122165373125748,"herb","Perennial",-0.488078502478902,"yes",3
"Lathyrus pratensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Papilionaceous","zygomorphic",-0.236299317738984,-0.151058576417547,-0.342912897134115,-0.119477018744811,0.119635312958909,-0.288001676457213,-0.12285962736161,"herb","Perennial",-0.374233867476902,"yes",3
"Lavandula pedunculata","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Tube","zygomorphic",0.110767196879977,-0.0231495775864822,-0.655565129957651,-0.514012106206102,-0.317232496408074,-0.110541466043006,-0.125318934739495,"shrub","Perennial",-0.453925111978302,"yes",5
"Lavandula stoechas","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Tube","zygomorphic",0.226765363530699,-0.0723453463676609,-0.365245199478653,-0.415378334340779,-0.258983455159143,-0.110541466043006,-0.125318934739495,"shrub","Perennial",-0.367118577789277,"yes",5
"Lecanophora heterophylla","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.231427394739653,-0.163357518612842,-0.253583687755962,0.718910042110432,0.236133395456771,-0.665104623587403,-0.060507938611709,"herb","Perennial",-0.537885530292277,"no",2
"Ledum palustre","Hermaphrodite","self_compatible","medium",1.19887399549488,"Open","actinomorphic",-0.208227761409509,-0.133840057344134,-0.532737467062691,0.102448967952165,-0.171609893285746,0.166740112729192,-0.11590531798204,"shrub","Perennial",-0.338657419038777,"yes",1
"Leontodon saxatilis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.234907339739175,-0.168277095490959,-0.666731281129921,-0.193452347643803,-0.462855099530402,-0.387823044815205,-0.112963562745336,"herb","Short lived",-0.509424371541777,"yes",3
"Leontopodium andersonii","Hermaphrodite","self_compatible","low",0.0308064048591776,"Capitulum","actinomorphic",-0.234907339739175,-0.168277095490959,-0.655565129957651,-0.587987435105094,-0.477417359842635,-0.609648307832964,-0.0968776598811821,"herb","Perennial",-0.530770240604652,"yes",2
"Leonurus cardiaca","Hermaphrodite","self_compatible","medium",3.03611854305239,"Tube","zygomorphic",-0.228527440573385,-0.151058576417547,0.0814008474121131,-0.497244364988997,-0.103458515024497,0.211105165332744,-0.125318934739495,"herb","Perennial",-0.367118577789277,"yes",5
"Lepidaploa bolivarensis","Hermaphrodite","self_compatible","low",-0.0895049919158257,"Capitulum","actinomorphic",-0.225627486407117,-0.133840057344134,1.30967747636172,-0.0208432468794881,-0.0867818145149281,0.388565375746951,-0.11590531798204,"herb","Perennial",-0.313908069741988,"yes",2
"Lepidaploa pseudomuricata","Hermaphrodite","self_compatible","low",-0.177100312568965,"Capitulum","actinomorphic",-0.231427394739653,-0.146138999539429,0.0814008474121131,-0.0208432468794881,-0.067390708683159,0.388565375746951,-0.11590531798204,"herb","Perennial",-0.382703772791724,"yes",2
"Lepidium virginicum","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.121229136421468,-0.0477474619770716,-0.365245199478653,-0.612645878071425,-0.550228661403799,-0.703924044615511,-0.126495636834177,"herb","Short lived",-0.466732633416027,"yes",1
"Leptinella pyrethrifolia","Dioecious","self_compatible","low",-0.154736547050788,"Capitulum","actinomorphic",-0.225627486407117,-0.168277095490959,-0.700229734646728,-0.267427676542795,-0.34635701703254,-0.387823044815205,-0.0077958130331435,"herb","Perennial",-0.560654457292677,"yes",2
"Leptorhynchos squamatus","Hermaphrodite","self_compatible","low",-0.0243634242689064,"Capitulum","actinomorphic",-0.235487330572429,-0.168277095490959,-0.67789743230219,-0.218110790610134,0.0322617510855124,-0.443279360569644,-0.120906301884438,"herb","Perennial",-0.438271474665527,"yes",2
"Leptospermum scoparium","Monoecious","self_compatible","low",-0.227689216133828,"Open","actinomorphic",-0.121229136421468,0.567199647787663,-0.720328806756813,-0.31181287388219,-0.573528277903371,-0.443279360569644,0.166503184741609,"shrub","Perennial",-0.267504522162527,"yes",2
"Lespedeza capitata","Hermaphrodite","self_compatible","high",2.58618110283423,"Papilionaceous","zygomorphic",-0.225627486407117,-0.133840057344134,-0.253583687755962,-0.509080417612836,-0.352181921157433,-0.498735676324084,-0.127083987881518,"herb","Perennial",-0.281735101537777,"yes",5
"Lespedeza procumbens","Hermaphrodite","self_compatible","low",-0.116463743542231,"Papilionaceous","zygomorphic",-0.231427394739653,-0.148598787978488,-0.365245199478653,-0.44003677730711,-0.258983455159143,-0.498735676324084,-0.127083987881518,"herb","Perennial",-0.267504522162527,"yes",5
"Lespedeza virginica","Hermaphrodite","self_compatible","low",-0.138745020529701,"Papilionaceous","zygomorphic",-0.232587376406161,-0.133840057344134,-0.0302606643105785,-0.563328992138763,-0.404606058281471,-0.498735676324084,-0.127083987881518,"herb","Perennial",-0.438271474665527,"yes",5
"Lesquerella arctica","Hermaphrodite","self_compatible","high",3.03611854305239,"Tube","actinomorphic",-0.225627486407117,-0.153518364856606,-0.387577501823192,-0.366061448408118,-0.340532112907647,-0.443279360569644,-0.118552897695075,"herb","Perennial",-0.554962225542577,"yes",1
"Leucaena leucocephala","Hermaphrodite","partially_self_compatible","low",-0.324709788789872,"Brush","actinomorphic",0.574759863482865,0.124437728757054,-0.454574408856807,-0.711279649936747,-0.579353182028264,0.222196428483632,-0.127083987881518,"shrub","Perennial",1.12709225661197,"no",2
"Leucanthemum vulgare","Hermaphrodite","self_incompatible","low",-0.619623158720202,"Open","actinomorphic",-0.236763310405587,-0.168277095490959,0.0814008474121131,1.45866333110035,-0.200734413910212,-0.554191992078524,-0.0217691504074907,"herb","Perennial",-0.452502054040777,"yes",2
"Leucochrysum albicans","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.197752931894616,0.842202256942086,0.308944697017935,-0.665104623587403,-0.0255796666023694,"herb","Perennial",-0.509424371541777,"yes",3
"Leucogenes grandiceps","Hermaphrodite","self_compatible","low",-0.0758137705578537,"Capitulum","actinomorphic",-0.235487330572429,-0.168277095490959,-0.385344271588738,0.42794041510773,-0.491979620154868,-0.644031223600716,-0.10913928093762,"herb","Perennial",-0.552116109667527,"yes",2
"Liatris pycnostachya","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.0284306031008899,0.124437728757054,0.193062359134805,-0.267427676542795,-0.125010660286602,1.38677905932687,-0.124730583692154,"herb","Perennial",-0.281735101537777,"yes",3
"Liatris scariosa","Hermaphrodite","self_compatible","low",-0.142520120635753,"Capitulum","actinomorphic",-0.235835325072381,-0.141219422661311,1.75632352325249,0.817543813975755,0.00313723046104688,0.943128533291348,-0.0982547865618123,"herb","Perennial",-0.367118577789277,"yes",2
"Ligularia cymbulifera","Hermaphrodite","self_compatible","low",-0.0624543780620427,"Capitulum","actinomorphic",-0.231427394739653,-0.0477474619770716,-0.0302606643105785,0.181355985444424,-0.258983455159143,0.000371165465873276,-0.118847073218745,"herb","Perennial",-0.295965680913027,"yes",2
"Ligularia dictyoneura","Hermaphrodite","self_compatible","low",-0.0445178094816789,"Capitulum","actinomorphic",-0.235487330572429,-0.133840057344134,-0.14192217603327,0.102448967952165,0.381755998579099,0.000371165465873276,-0.118847073218745,"herb","Short lived",-0.357157172226602,"yes",1
"Ligularia fischeri","Hermaphrodite","self_compatible","low",-0.197066286478647,"Tube","actinomorphic",-0.234327348905921,-0.109242172953545,2.42629259358864,1.21207890143705,0.236133395456771,0.943128533291348,-0.118847073218745,"herb","Perennial",-0.182121045911027,"yes",2
"Ligularia lankongensis","Hermaphrodite","self_compatible","low",-0.0466456386260441,"Capitulum","actinomorphic",-0.236067321405682,-0.146138999539429,-0.0302606643105785,0.472325612447126,-0.0551118107878842,0.000371165465873276,-0.118847073218745,"herb","Short lived",-0.509424371541777,"yes",1
"Ligularia tsangchanensis","Hermaphrodite","self_compatible","low",-0.042102094228943,"Capitulum","actinomorphic",-0.236067321405682,-0.146138999539429,0.193062359134805,-0.652099386817554,-0.171609893285746,0.388565375746951,-0.118847073218745,"herb","Perennial",-0.388464446852152,"yes",2
"Ligustrum japonicum","Hermaphrodite","partially_self_compatible","low",-0.391165548710095,"Tube","actinomorphic",3.24271769644947,0.321220803881769,-0.0302606643105785,-0.563328992138763,-0.288107975783609,-0.0550851502885664,-0.125318934739495,"shrub","Perennial",0.273257494096973,"yes",2
"Ligustrum obtusifolium","Hermaphrodite","partially_self_compatible","low",-0.414024245412512,"Tube","actinomorphic",1.50274519668864,-0.12154111514884,-0.253583687755962,-0.514012106206102,-0.113360852036815,-0.554191992078524,-0.125318934739495,"shrub","Perennial",0.273257494096973,"yes",2
"Lilium duchartrei","Hermaphrodite","self_compatible","low",-0.184063094456342,"Open","actinomorphic",-0.236647312238936,-0.168277095490959,1.5330004998071,4.66426091672334,2.56609504541402,3.16138116346894,-0.0411847349697416,"herb","Perennial",-0.352887998414027,"yes",2
"Lilium superbum","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.236647312238936,-0.163357518612842,0.595043801336494,2.59295170755156,2.27484983916936,3.71594432101333,-0.0411847349697416,"herb","Perennial",-0.324426839663527,"yes",3
"Linaria viscosa","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.233167367239414,-0.163357518612842,-0.14192217603327,-0.415378334340779,0.818623807946082,-0.221454097551886,-0.0165916611908905,"herb","Short lived",-0.480963212791277,"yes",5
"Lindera obtusiloba","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",0.922754363435031,-0.12154111514884,-0.253583687755962,-0.44003677730711,-0.521104140779333,-0.609648307832964,-0.127083987881518,"tree","Perennial",1.26939805036447,"yes",4
"Lindera umbellata","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",0.922754363435031,-0.109242172953545,-0.253583687755962,-0.46469522027344,-0.462855099530402,-0.609648307832964,-0.127083987881518,"shrub","Perennial",-0.153659887160527,"yes",4
"Lindernia dubia","Hermaphrodite","self_compatible","high",2.58618110283423,"Tube","zygomorphic",-0.234327348905921,-0.168277095490959,-0.845389699886227,-0.587987435105094,-0.258983455159143,-0.387823044815205,-0.092371276088403,"herb","Short lived",-0.523654950917027,"yes",5
"Linum bienne","Hermaphrodite","self_compatible","low",-0.0603818537280377,"Open","actinomorphic",-0.235487330572429,-0.133840057344134,-0.14192217603327,0.965494471773739,0.00313723046104688,-0.498735676324084,-0.126495636834177,"herb","Short lived",-0.486655444541377,"yes",1
"Liparis liliifolia","Hermaphrodite","self_incompatible","low",-0.225927898529308,"Open","zygomorphic",-0.234327348905921,-0.109242172953545,-0.14192217603327,-0.366061448408118,-0.0551118107878842,-0.332366729060765,14.5811038445945,"herb","Perennial",-0.532193298542177,"no",2
"Lippia alba","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.150228678084148,-0.109242172953545,-0.0302606643105785,-0.514012106206102,-0.398781154156578,-0.554191992078524,-0.126495636834177,"shrub","Perennial",-0.295965680913027,"yes",3
"Lippia turbinata","Hermaphrodite","self_compatible","low",-0.600875765377779,"Tube","actinomorphic",0.342763530181421,-0.133840057344134,-0.700229734646728,-0.661962764004086,-0.477417359842635,-0.554191992078524,-0.126495636834177,"shrub","Perennial",-0.153659887160527,"yes",2
"Litsea cubeba","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",0.632758946808226,-0.133840057344134,0.193062359134805,-0.607714189478158,-0.521104140779333,-0.687287149889179,-0.127083987881518,"shrub","Perennial",1.26939805036447,"yes",4
"Litsea japonica","Dioecious","dioecious","none",-0.71336012543232,"Brush","actinomorphic",-0.0980295030913231,-0.133840057344134,-0.14192217603327,-0.607714189478158,-0.404606058281471,-0.687287149889179,-0.127083987881518,"tree","Perennial",0.842480669106973,"yes",4
"Lobelia cardinalis","Hermaphrodite","self_compatible","low",-0.225927898529308,"Tube","zygomorphic",-0.234907339739175,-0.12154111514884,1.08635445291634,-0.0652284442188834,0.96424641106841,2.32953642715234,0.307707436103433,"herb","Perennial",-0.324426839663527,"yes",5
"Lobelia cardinalis x siphilitica","Hermaphrodite","self_compatible","low",-0.137510817134657,"Tube","zygomorphic",-0.234907339739175,-0.12154111514884,0.416385382580188,0.718910042110432,0.527378601701427,1.49769169083575,0.184153716161837,"herb","Short lived",-0.367118577789277,"yes",5
"Lobelia inflata","Hermaphrodite","self_compatible","low",0.103726890916981,"Tube","zygomorphic",-0.235487330572429,-0.133840057344134,-0.14192217603327,-0.415378334340779,-0.113360852036815,-0.221454097551886,0.307707436103433,"herb","Short lived",-0.452502054040777,"yes",5
