"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Heliamphora heterodoxa","Hermaphrodite","self_compatible","low",-0.201590032492173,"Open","actinomorphic",-0.236995306738888,-0.165817307051901,-0.253583687755962,0.479246415439674,0.0484899339774647,0.388565375746951,-0.0163549577586942,"herb","Perennial",-0.455076433614424,"no",2
"Helianthus annuus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,-0.342912897134115,0.521642498379787,-0.457030195405509,0.388565375746951,0.872524441550731,"herb","Short lived",-0.153659887160527,"yes",3
"Helianthus divaricatus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,0.349388475546573,2.05046596229229,-0.288107975783609,0.055827481220313,-0.0982547865618123,"herb","Perennial",-0.338657419038777,"yes",3
"Helianthus grosseserratus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.158437941734724,-0.497005783311429,0.181355985444424,-0.34635701703254,0.333109059992512,-0.0394196818277188,"herb","Perennial",0.059798803468223,"yes",3
"Helianthus hirsutus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.163357518612842,-0.0414268154828477,1.18742045847072,-0.288107975783609,0.055827481220313,-0.0982547865618123,"herb","Perennial",-0.295965680913027,"yes",3
"Helianthus laetiflorus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.673430971833282,-0.208247413423601,-0.215296674222445,0.055827481220313,-0.0747207446681749,"herb","Perennial",-0.153659887160527,"yes",3
"Helianthus mollis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.581868532220675,-0.00604818109968967,0.0905107923344435,-0.376731781664317,-0.0688372341947656,"herb","Perennial",-0.409810315915027,"yes",3
"Helianthus scaberrimus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,-0.588568222924036,0.0916115822684629,-0.028115807212392,-0.387823044815205,-0.122141839083854,"herb","Perennial",-0.395579736539777,"yes",3
"Helianthus tuberosus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.158437941734724,-0.497005783311429,0.181355985444424,-0.404606058281471,0.000371165465873276,-0.122141839083854,"herb","Perennial",-0.224812784036777,"yes",3
"Helichrysum proteoides","Hermaphrodite","self_compatible","low",-0.0359943070985461,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,0.863031429470954,-0.267427676542795,-0.0551118107878842,-0.498735676324084,-0.110021807508631,"herb","Perennial",-0.509424371541777,"no",2
"Helichrysum scorpioides","Hermaphrodite","self_compatible","low",-0.0358743237811546,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.376411350650922,0.447667169480795,-0.107535947911922,-0.709469676190955,-0.010002129460672,"herb","Perennial",-0.502309081854152,"yes",2
"Helichrysum selago","Hermaphrodite","self_compatible","low",0.14966581601981,"Capitulum","actinomorphic",-0.214027669742045,0.321220803881769,-0.789558944024881,-0.46469522027344,-0.288107975783609,-0.498735676324084,-0.110021807508631,"shrub","Perennial",-0.537885530292277,"yes",2
"Helichrysum stoechas","Hermaphrodite","self_compatible","low",0.0184218768171725,"Capitulum","actinomorphic",-0.179228219746829,-0.153518364856606,-0.700229734646728,-0.267427676542795,-0.0551118107878842,-0.692832781464623,-0.110021807508631,"herb","Perennial",-0.480963212791277,"no",2
"Heliconia psittacorum","Hermaphrodite","partially_self_compatible","none",-0.71336012543232,"Tube","zygomorphic",-0.235487330572429,-0.133840057344134,0.639708406025571,-0.563328992138763,-0.404606058281471,-0.332366729060765,-0.125907285786836,"herb","Perennial",-0.332965187288677,"yes",3
"Heliopsis helianthoides","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,0.327056173202035,2.00114907635963,-0.148310276786174,-0.221454097551886,-0.0541284580112422,"herb","Perennial",-0.545000819979902,"yes",3
"Heliotropium angiospermum","Hermaphrodite","self_compatible","low",0.0365356082646222,"Tube","actinomorphic",-0.231427394739653,-0.0477474619770716,-0.81189124636942,-0.514012106206102,-0.317232496408074,-0.648467728861071,-0.125318934739495,"herb","Perennial",-0.515116603291877,"yes",2
"Hemisteptia lyrata","Hermaphrodite","self_compatible","low",-0.0543592536167841,"Capitulum","actinomorphic",-0.236067321405682,-0.146138999539429,-0.264749838928231,0.694251599144102,0.119635312958909,0.943128533291348,-0.0688372341947656,"herb","Short lived",-0.495193792166527,"yes",1
"Heracleum candicans","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.185028128079365,0.936167913646503,0.639708406025571,-0.168793904677472,-0.462855099530402,-0.609648307832964,-0.126495636834177,"herb","Perennial",-0.0967375696595271,"no",2
"Herissantia nemoralis","Hermaphrodite","self_compatible","low",0.0312932121729679,"Open","actinomorphic",-0.236647312238936,-0.168277095490959,-0.907920146450934,-0.726074715716546,-0.60847770265273,-0.665104623587403,-0.12178882845545,"herb","Perennial",-0.367118577789277,"yes",2
"Heritiera littoralis","Monoecious","monoecious","none",-0.71336012543232,"Campanulate","actinomorphic",-0.179228219746829,0.0752419599758753,3.54290771081555,-0.514012106206102,-0.288107975783609,-0.665104623587403,-0.124730583692154,"tree","Perennial",5.96548924419697,"yes",4
"Herpetospermum pedunculosum","Dioecious","dioecious","none",-0.71336012543232,"Campanulate","actinomorphic",-0.231427394739653,-0.168277095490959,0.0814008474121131,1.45866333110035,2.85734025165867,2.16316747988902,-0.118847073218745,"vine","Short lived",0.288628891585474,"yes",4
"Heterocondylus decipiens","Hermaphrodite","self_compatible","low",-0.00325302614785651,"Tube","actinomorphic",-0.234907339739175,-0.12154111514884,-0.0302606643105785,-0.711279649936747,-0.51527923665444,-0.0550851502885664,-0.114434440363688,"herb","Perennial",-0.388464446852152,"yes",2
"Heteropterys glabra","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.202427853076973,-0.133840057344134,1.30967747636172,0.718910042110432,-0.34635701703254,-0.165997781797446,-0.125907285786836,"shrub","Perennial",-0.153659887160527,"no",2
"Heuchera hispida","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","zygomorphic",-0.225627486407117,0.0752419599758753,0.863031429470954,-0.637304321037755,-0.491979620154868,-0.221454097551886,-0.0688372341947656,"herb","Perennial",-0.495193792166527,"yes",3
"Hibiscus hamabo","Hermaphrodite","self_compatible","medium",1.59631873435426,"Open","actinomorphic",-0.231427394739653,-0.165817307051901,0.639708406025571,2.69158547941689,1.10986901419074,1.94688784844671,-0.0982547865618123,"shrub","Perennial",0.700174875354473,"yes",1
"Hibiscus lasiocarpos","Hermaphrodite","self_compatible","low",-0.112978603119874,"Open","actinomorphic",-0.231427394739653,-0.168277095490959,1.30967747636172,4.17109205739673,2.27484983916936,4.27050747855773,-0.0982547865618123,"herb","Perennial",-0.167890466535777,"yes",2
"Hibiscus makinoi","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.231427394739653,-0.163357518612842,0.985859092365915,3.45599721137314,0.422530327453351,0.943128533291348,-0.0982547865618123,"shrub","Perennial",-0.295965680913027,"yes",3
"Hibiscus militaris","Hermaphrodite","self_compatible","medium",1.18012660215246,"Open","actinomorphic",-0.231427394739653,-0.163357518612842,0.639708406025571,2.69158547941689,1.40111422043539,2.60681800592454,-0.0982547865618123,"herb","Perennial",-0.153659887160527,"yes",1
"Hibiscus tiliaceus","Hermaphrodite","self_compatible","low",-0.183374440207562,"Open","actinomorphic",-0.228527440573385,-0.163357518612842,2.20296957014325,6.14376749470318,2.27484983916936,4.27050747855773,-0.0982547865618123,"tree","Perennial",0.842480669106973,"yes",2
"Hibiscus trionum","Hermaphrodite","self_compatible","medium",1.18012660215246,"Open","actinomorphic",-0.235487330572429,-0.163357518612842,-0.0302606643105785,1.21207890143705,-0.404023567868982,0.0114624286167612,-0.0982547865618123,"herb","Short lived",-0.295965680913027,"yes",1
"Hieracium praealtum","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236879308572237,-0.163357518612842,-0.253583687755962,0.718910042110432,0.0155701069230962,-0.0550851502885664,-0.092371276088403,"herb","Perennial",-0.480963212791277,"yes",3
"Hieracium umbellatum","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.236067321405682,-0.146138999539429,-0.365245199478653,0.472325612447126,0.0905107923344435,-0.0550851502885664,-0.0953130313251077,"herb","Perennial",-0.367118577789277,"yes",3
"Hoffmannseggia eremophila","Hermaphrodite","self_compatible","low",-0.158840351453445,"Open","actinomorphic",-0.236067321405682,-0.146138999539429,-0.253583687755962,0.225741182783819,-0.0551118107878842,0.72130327027359,-0.0688372341947656,"herb","Perennial",-0.509424371541777,"yes",2
"Hoheria glabrata","Hermaphrodite","self_compatible","low",-0.255660639457279,"Open","actinomorphic",-0.0632300530961065,-0.146138999539429,2.64961561703402,1.21207890143705,0.148759833583375,0.349745954718844,-0.12178882845545,"tree","Perennial",0.842480669106973,"yes",2
"Homalanthus populifolius","Monoecious","monoecious","none",-0.71336012543232,"Open","actinomorphic",-0.121229136421468,-0.146138999539429,-0.365245199478653,-0.563328992138763,-0.579353182028264,-0.651240544648793,-0.125907285786836,"tree","Perennial",1.12709225661197,"no",4
"Houstonia purpurea","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.235487330572429,-0.158437941734724,-0.476906711201345,-0.509080417612836,-0.34635701703254,-0.526463834201304,-0.108374424576076,"herb","Perennial",-0.517962719166927,"yes",2
"Houttuynia cordata","Hermaphrodite","self_compatible","low",-0.0855063291441658,"Open","actinomorphic",-0.227947449740132,0.0260461911946966,-0.588568222924036,-0.711279649936747,-0.579353182028264,-0.498735676324084,-0.110021807508631,"herb","Perennial",-0.488078502478902,"no",2
"Humiria balsamifera","Hermaphrodite","partially_self_compatible","none",-0.71336012543232,"Tube","actinomorphic",0.110767196879977,-0.0477474619770716,0.751369917748263,-0.612645878071425,-0.288107975783609,-0.387823044815205,-0.12178882845545,"tree","Perennial",1.49963812497228,"yes",3
"Hybanthus concolor","Hermaphrodite","self_compatible","low",-0.142970682989083,"Open","actinomorphic",-0.236067321405682,-0.146138999539429,-0.365245199478653,-0.46469522027344,-0.288107975783609,-0.665104623587403,-0.0688372341947656,"herb","Perennial",-0.388464446852152,"no",2
"Hydrangea arborescens","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.230267413073146,-0.0231495775864822,0.193062359134805,-0.65703107541082,-0.579353182028264,-0.665104623587403,-0.0894295208516983,"shrub","Perennial",-0.110968149034777,"yes",3
"Hydrangea hirta","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.196627944744437,0.69018906974061,-0.365245199478653,-0.558397303545497,-0.579353182028264,-0.609648307832964,-0.0894295208516983,"shrub","Perennial",-0.438271474665527,"no",2
"Hydrangea macrophylla","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.228527440573385,-0.109242172953545,-0.365245199478653,-0.46469522027344,-0.579353182028264,-0.459916255295976,-0.0894295208516983,"shrub","Perennial",-0.295965680913027,"no",2
"Hydrangea paniculata","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.208227761409509,0.444210225834716,-0.365245199478653,-0.366061448408118,-0.446287546629078,-0.471007518446864,-0.0894295208516983,"shrub","Perennial",-0.409810315915027,"yes",3
"Hydrophyllum appendiculatum","Hermaphrodite","self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.234907339739175,-0.158437941734724,0.0814008474121131,0.0284736390531733,-0.0551118107878842,-0.498735676324084,-0.127083987881518,"herb","Short lived",-0.443963706415627,"yes",1
"Hydrophyllum virginianum","Hermaphrodite","self_compatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.234907339739175,-0.12154111514884,-0.720328806756813,-0.31181287388219,-0.107535947911922,0.510569270406719,-0.125907285786836,"herb","Perennial",-0.452502054040777,"yes",3
"Hypericum ascyron","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.234907339739175,-0.158437941734724,0.416385382580188,0.136970788105028,-0.253851714625112,0.249924586360852,-0.0835460103782889,"herb","Perennial",-0.267504522162527,"no",1
"Hypericum cistifolium","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.233747358072668,-0.0969432307582503,-0.0302606643105785,-0.218110790610134,-0.579353182028264,-0.554191992078524,-0.0835460103782889,"shrub","Perennial",-0.438271474665527,"no",1
"Hypericum perfolatum","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.231427394739653,-0.0477474619770716,0.863031429470954,0.102448967952165,-0.51527923665444,-0.182634676523778,-0.0835460103782889,"herb","Perennial",-0.438271474665527,"no",1
"Hypericum perforatum","Hermaphrodite","self_compatible","high",3.03611854305239,"Open","actinomorphic",-0.231427394739653,-0.0477474619770716,0.863031429470954,0.102448967952165,-0.51527923665444,-0.182634676523778,-0.0835460103782889,"shrub","Perennial",-0.409810315915027,"no",1
"Hypericum pseudopetiolatum","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.236067321405682,-0.168277095490959,-0.689063583474459,-0.242769233576464,-0.579353182028264,-0.543100728927636,-0.0835460103782889,"herb","Perennial",-0.473847923103652,"no",1
"Hypericum punctatum","Hermaphrodite","self_compatible","high",2.58618110283423,"Open","actinomorphic",-0.233747358072668,-0.158437941734724,0.863031429470954,-0.119477018744811,-0.550228661403799,-0.387823044815205,-0.0835460103782889,"herb","Perennial",-0.466732633416027,"no",1
"Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.234907339739175,-0.165817307051901,-0.253583687755962,0.718910042110432,0.0905107923344435,-0.554191992078524,-0.0982547865618123,"herb","Perennial",-0.452502054040777,"yes",2
"Hypoxis hirsuta","Hermaphrodite","self_incompatible","low",-0.563380978692932,"Open","actinomorphic",-0.235487330572429,-0.163357518612842,-0.510405164718152,0.151765853884827,-0.550228661403799,-0.498735676324084,-0.120612126360768,"herb","Perennial",-0.566346689042777,"no",2
"Hyptis conferta","Hermaphrodite","partially_self_compatible","low",-0.638370552062626,"Tube","zygomorphic",-0.00523096977074551,0.444210225834716,-0.476906711201345,-0.542480278610731,-0.341580595650127,-0.293547308032657,-0.125318934739495,"herb","Perennial",-0.438271474665527,"yes",5
"Hyptis dilatata","Hermaphrodite","self_compatible","medium",0.551339029447573,"Tube","zygomorphic",-0.0632300530961065,-0.0477474619770716,-0.588568222924036,-0.637304321037755,-0.433730578905936,-0.293547308032657,-0.125318934739495,"herb","Perennial",-0.438271474665527,"yes",5
"Hysterionica jasionoides","Hermaphrodite","self_compatible","low",0.173196606773553,"Capitulum","actinomorphic",-0.235487330572429,-0.168277095490959,-0.40990980416773,0.373691840581803,-0.220611656532072,-0.665104623587403,-0.010002129460672,"herb","Short lived",-0.516539661229402,"yes",1
"Ilex integra","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",1.15475069673647,0.0260461911946966,-0.365245199478653,-0.415378334340779,-0.433730578905936,-0.665104623587403,-0.124142232644813,"tree","Perennial",0.202104597220723,"yes",4
"Ilex retusa","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",1.15475069673647,-0.0477474619770716,-0.365245199478653,-0.415378334340779,-0.433730578905936,-0.665104623587403,-0.124142232644813,"tree","Perennial",0.202104597220723,"yes",4
"Impatiens capensis","Hermaphrodite","self_compatible","low",-0.10192389017896,"Campanulate","zygomorphic",-0.236067321405682,-0.163357518612842,-0.164254478377808,0.916177585841078,0.818623807946082,-0.609648307832964,-0.0467740699194805,"herb","Short lived",-0.281735101537777,"yes",5
"Impatiens chungtienensis","Hermaphrodite","self_compatible","low",0.0932074160559889,"Campanulate","zygomorphic",-0.236067321405682,-0.146138999539429,-0.689063583474459,-0.242769233576464,0.236133395456771,-0.709469676190955,-0.0723673404788112,"herb","Short lived",-0.431156184977902,"yes",5
"Impatiens noli-tangere","Hermaphrodite","self_compatible","none",-0.71336012543232,"Tube","zygomorphic",-0.235487330572429,-0.163357518612842,-0.633232827613113,-0.119477018744811,0.818623807946082,-0.609648307832964,-0.1230832007596,"herb","Short lived",-0.295965680913027,"yes",5
"Impatiens pallida","Hermaphrodite","self_compatible","medium",1.18012660215246,"Campanulate","zygomorphic",-0.235487330572429,-0.163357518612842,-0.253583687755962,0.718910042110432,0.993370931692876,-0.609648307832964,-0.0467740699194805,"herb","Short lived",-0.196351625286277,"yes",5
"Impatiens textori","Hermaphrodite","self_compatible","high",2.58618110283423,"Tube","zygomorphic",-0.235487330572429,-0.163357518612842,-0.588568222924036,-0.0208432468794881,1.9836046329247,-0.609648307832964,-0.0723673404788112,"herb","Short lived",-0.338657419038777,"yes",5
"Incarvillea zhongdianensis","Hermaphrodite","self_compatible","low",-0.296809918017677,"Tube","actinomorphic",-0.236415315905634,-0.153518364856606,-0.253583687755962,0.718910042110432,2.56609504541402,1.49769169083575,-0.0607179897414606,"herb","Perennial",-0.488078502478902,"yes",2
"Inga edulis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",20.6424426940578,1.60031079219242,0.863031429470954,-0.637304321037755,0.352631477954634,4.60324537308437,-0.112963562745336,"tree","Perennial",3.68859654415697,"yes",3
"Ipomoea habeliana","Hermaphrodite","self_compatible","medium",1.19887399549488,"Funnelform","actinomorphic",-0.235487330572429,-0.158437941734724,0.0814008474121131,1.45866333110035,2.85734025165867,2.05225484838014,-0.124142232644813,"vine","Perennial",0.700174875354473,"yes",1
"Ipomoea indica","Hermaphrodite","self_compatible","none",-0.71336012543232,"Funnelform","actinomorphic",-0.234327348905921,-0.168277095490959,0.472216138441534,2.32170883492193,3.002962854781,0.832215901782469,-0.124142232644813,"vine","Perennial",0.273257494096973,"yes",3
"Ipomoea linearifolia","Hermaphrodite","self_compatible","low",-0.28893726264008,"Campanulate","actinomorphic",-0.236647312238936,-0.168277095490959,0.0814008474121131,1.45866333110035,1.9836046329247,2.05225484838014,-0.124142232644813,"vine","Perennial",-0.552116109667527,"yes",2
"Ipomoea macrantha","Hermaphrodite","self_compatible","low",-0.215712176077114,"Tube","actinomorphic",-0.236647312238936,-0.168277095490959,0.863031429470954,3.1847543387435,3.43983066414798,2.88409958469674,-0.124142232644813,"vine","Perennial",-0.011354093408027,"yes",2
"Ipomoea nil","Hermaphrodite","self_compatible","medium",1.46133750228881,"Campanulate","actinomorphic",-0.236067321405682,-0.163357518612842,-0.421075955339999,0.349033397615472,0.416705423328458,1.49769169083575,-0.124142232644813,"vine","Short lived",0.415563287849473,"yes",1
"Ipomoea pandurata","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.236067321405682,-0.168277095490959,0.974692941193646,3.43133876840681,3.14858545790333,0.943128533291348,-0.124142232644813,"vine","Perennial",0.130951700344473,"yes",3
"Ipomoea pes-caprae","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.236067321405682,-0.163357518612842,1.19801596463903,3.92450762773342,1.9836046329247,0.943128533291348,-0.124142232644813,"vine","Perennial",0.842480669106973,"yes",3
"Ipomoea purpurea","Hermaphrodite","self_compatible","high",0.474099768876788,"Campanulate","actinomorphic",-0.235487330572429,-0.168277095490959,0.193062359134805,1.70524776076366,1.54673682355772,2.38499274290678,-0.124142232644813,"herb","Short lived",-0.011354093408027,"yes",1
"Iris domestica","Hermaphrodite","partially_self_compatible","low",-0.120942495811736,"Open","actinomorphic",-0.230267413073146,-0.133840057344134,1.75632352325249,1.45866333110035,0.46631321930811,0.832215901782469,-0.113551913792677,"herb","Perennial",-0.295965680913027,"yes",2
"Iris hexagona","Hermaphrodite","self_compatible","low",-0.0733597367693304,"Open","actinomorphic",-0.236879308572237,-0.168277095490959,1.5330004998071,4.66426091672334,5.76979231410523,3.99322589978553,-0.0606003195319925,"herb","Perennial",-0.281735101537777,"yes",2
"Iris ruthenica","Hermaphrodite","self_compatible","low",-0.154233491996099,"Open","actinomorphic",-0.237111304905539,-0.168277095490959,0.0255700915507673,1.3353711162687,0.352631477954634,3.43866274224114,-0.0756032712391863,"herb","Perennial",-0.549269993792477,"yes",2
"Iris versicolor","Hermaphrodite","self_compatible","low",0.0740303949494693,"Open","actinomorphic",-0.237111304905539,-0.168277095490959,0.639708406025571,2.69158547941689,1.69235942668005,2.88409958469674,-0.0526575803928898,"herb","Perennial",-0.438271474665527,"yes",2
"Irlbachia nemorosa","Hermaphrodite","self_compatible","low",-0.0417915124125677,"Tube","actinomorphic",-0.236879308572237,-0.163357518612842,-0.789558944024881,-0.46469522027344,0.207008874832306,0.166740112729192,-0.106782425088778,"herb","Perennial",-0.367118577789277,"yes",2
"Isodon longitubus","Hermaphrodite","self_compatible","medium",1.18012660215246,"Tube","zygomorphic",-0.231427394739653,-0.163357518612842,-0.476906711201345,-0.46469522027344,0.474954464577389,-0.609648307832964,-0.125318934739495,"herb","Perennial",-0.438271474665527,"yes",5
"Isodon trichocarpus","Hermaphrodite","self_compatible","medium",1.18012660215246,"Tube","zygomorphic",-0.232587376406161,-0.163357518612842,0.193062359134805,-0.612645878071425,-0.171609893285746,-0.498735676324084,-0.125318934739495,"herb","Perennial",-0.295965680913027,"yes",5
"Isostigma hoffmannii","Hermaphrodite","self_compatible","low",-0.0248958502398313,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,-0.40990980416773,0.373691840581803,-0.0551118107878842,-0.387823044815205,-0.0953130313251077,"herb","Perennial",-0.495193792166527,"yes",2
"Isotoma fluviatilis","Hermaphrodite","self_compatible","low",0.00497249683331793,"Tube","zygomorphic",-0.237111304905539,-0.168277095490959,-0.856555851058496,-0.612645878071425,-0.375481537657005,-0.498735676324084,-0.126495636834177,"herb","Perennial",-0.566346689042777,"yes",5
"Ixeridium biparum","Hermaphrodite","self_compatible","low",0.0218854577371853,"Capitulum","actinomorphic",-0.233747358072668,-0.158437941734724,-0.588568222924036,-0.0693368930805478,-0.272524435840173,-0.165997781797446,-0.11590531798204,"herb","Short lived",-0.502309081854152,"yes",1
"Ixeridium dentatum","Hermaphrodite","self_compatible","low",-0.0716687218898439,"Capitulum","actinomorphic",-0.235487330572429,-0.158437941734724,-0.588568222924036,-0.0208432468794881,-0.34635701703254,-0.165997781797446,-0.11590531798204,"herb","Perennial",-0.495193792166527,"yes",2
"Ixora parviflora","Hermaphrodite","self_compatible","low",-0.329672223807611,"Tube","actinomorphic",0.458761696832143,0.0752419599758753,0.193062359134805,-0.267427676542795,-0.317232496408074,0.222196428483632,-0.125907285786836,"tree","Perennial",0.842480669106973,"no",2
"Ixora pudica","Monoecious","monoecious","none",-0.71336012543232,"Tube","actinomorphic",0.458761696832143,-0.0846442885629556,0.193062359134805,-0.316744562475456,1.10986901419074,0.499478007255831,-0.126495636834177,"shrub","Perennial",0.842480669106973,"yes",4
"Jaegeria gracilis","Hermaphrodite","self_compatible","high",2.58618110283423,"Capitulum","actinomorphic",-0.236067321405682,-0.163357518612842,-0.81189124636942,-0.514012106206102,-0.462855099530402,-0.665104623587403,-0.0982547865618123,"herb","Short lived",-0.537885530292277,"yes",1
"Jasminocereus thouarsii","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.233747358072668,-0.168277095490959,0.639708406025571,2.69158547941689,-0.0551118107878842,0.388565375746951,0.0635417514569449,"shrub","Perennial",0.842480669106973,"yes",3
"Juncus allioides","Hermaphrodite","self_compatible","high",3.03611854305239,"Brush","actinomorphic",-0.236647312238936,-0.158437941734724,-0.532737467062691,-0.44003677730711,0.381755998579099,-0.498735676324084,-0.0974899302002691,"herb","Perennial",-0.512270487416827,"no",1
"Junellia crithmifolia","Hermaphrodite","self_compatible","low",-0.220809860146826,"Tube","actinomorphic",-0.13282895308654,-0.0969432307582503,0.193062359134805,-0.267427676542795,0.17788435420784,0.676938217670038,-0.125318934739495,"herb","Perennial",-0.381349157164527,"yes",2
"Justicia americana","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","zygomorphic",-0.235487330572429,-0.158437941734724,-0.0302606643105785,0.176424296851157,-0.0842363314123498,0.277652744238072,-0.125318934739495,"herb","Perennial",-0.409810315915027,"yes",3
"Justicia galapagana","Hermaphrodite","self_compatible","medium",0.715191247260355,"Tube","zygomorphic",-0.233747358072668,-0.163357518612842,-0.764993411445889,-0.410446645747513,-0.0551118107878842,-0.165997781797446,-0.125848450682102,"herb","Perennial",-0.438271474665527,"yes",5
"Kalimeris yomena","Hermaphrodite","self_compatible","low",-0.119732664028037,"Capitulum","actinomorphic",-0.236067321405682,-0.165817307051901,-0.253583687755962,0.718910042110432,-0.0551118107878842,0.444021691501391,-0.0982547865618123,"herb","Perennial",-0.409810315915027,"yes",2
"Kalmia angustifolia","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.179228219746829,-0.109242172953545,0.193062359134805,-0.341403005441787,-0.0842363314123498,-0.387823044815205,0.195920737108655,"shrub","Perennial",-0.324426839663527,"yes",2
"Kalmia polifolia","Hermaphrodite","self_compatible","low",-0.225927898529308,"Open","actinomorphic",-0.232587376406161,-0.133840057344134,-0.0302606643105785,-0.267427676542795,-0.229858934534678,-0.0828133081657863,0.195920737108655,"shrub","Perennial",-0.352887998414027,"yes",2
"Kandelia candel","Hermaphrodite","self_compatible","none",-0.71336012543232,"Brush","actinomorphic",-0.225627486407117,-0.133840057344134,-0.0302606643105785,0.102448967952165,-0.404606058281471,0.444021691501391,-0.124142232644813,"tree","Perennial",1.69631543162197,"yes",2
"Kerria japonica","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.0632300530961065,-0.158437941734724,0.0255700915507673,1.3353711162687,0.0676160066715511,-0.443279360569644,-0.12178882845545,"shrub","Perennial",0.187874017845473,"yes",3
"Knautia arvensis","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.235835325072381,-0.160897730173783,0.304723870857496,-0.366061448408118,-0.113360852036815,0.277652744238072,-0.126201461310507,"herb","Perennial",-0.395579736539777,"yes",3
"Krigia biflora","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.236647312238936,-0.168277095490959,-0.220085234239154,0.792885371009424,0.00313723046104688,-0.54864636050308,-0.0953130313251077,"herb","Perennial",-0.452502054040777,"yes",3
"Kunzea muelleri","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Brush","actinomorphic",-0.0980295030913231,-0.12154111514884,0.193062359134805,-0.366061448408118,-0.433730578905936,-0.138269623920226,-0.118258722171404,"herb","Perennial",-0.438271474665527,"yes",2
"Labourdonnaisia calophylloides","Hermaphrodite","self_compatible","low",-0.216315485049534,"Open","actinomorphic",-0.121229136421468,-0.158437941734724,-0.722562036991266,-0.316744562475456,-0.113360852036815,0.333109059992512,-0.12467174858742,"tree","Perennial",2.40784440038447,"yes",2
