"","db","query","family"
"786","ncbi","2579","Scrophulariaceae"
"787","ncbi","2037","Passifloraceae"
"788","ncbi","1422","Hypericaceae"
"789","ncbi","201",NA
"790","ncbi","2507",NA
"791","ncbi","28","Asteraceae"
"792","ncbi","28","Asteraceae"
"793","ncbi","28","Asteraceae"
"794","ncbi","1834","Phrymaceae"
"795","ncbi","301",NA
"796","ncbi","301",NA
"797","ncbi","301",NA
"798","ncbi","77","Sapindaceae"
"799","ncbi","688","Montiaceae"
"800","ncbi","1966",NA
"801","ncbi","664",NA
"802","ncbi","664",NA
"803","ncbi","939","Primulaceae"
"804","ncbi","1728","Lythraceae"
"805","ncbi","1720","Lamiaceae"
"806","ncbi","2147","Phytolaccaceae"
"807","ncbi","2335",NA
"808","ncbi","659","Asteraceae"
"809","ncbi","2348","Ranunculaceae"
"810","ncbi","1406","Hydrangeaceae"
"811","ncbi","3115","Violaceae"
"812","ncbi","1770","Melanthiaceae"
"813","ncbi","774",NA
"814","ncbi","189","Asteraceae"
"815","ncbi","189","Asteraceae"
"816","ncbi","189","Asteraceae"
"817","ncbi","1758","Lamiaceae"
"818","ncbi","143","Fabaceae"
"819","ncbi","2892",NA
"820","ncbi","3045","Verbenaceae"
"821","ncbi","2318","Rutaceae"
"822","ncbi","557","Rhamnaceae"
"823","ncbi","694","Ranunculaceae"
"824","ncbi","2284","Rosaceae"
"825","ncbi","1926","Amaryllidaceae"
"826","ncbi","2214","Polygonaceae"
"827","ncbi","2204","Polygonaceae"
"828","ncbi","1802","Boraginaceae"
"829","ncbi","1544",NA
"830","ncbi","1544",NA
"831","ncbi","1544",NA
"832","ncbi","1657",NA
"833","ncbi","76","Sapindaceae"
"834","ncbi","1098","Asteraceae"
"835","ncbi","1098","Asteraceae"
"836","ncbi","1098","Asteraceae"
"837","ncbi","747","Convolvulaceae"
"838","ncbi","202","Apocynaceae"
"839","ncbi","1030","Apiaceae"
"840","ncbi","1204","Onagraceae"
"841","ncbi","210",NA
"842","ncbi","1135",NA
"843","ncbi","375","Asteraceae"
"844","ncbi","375","Asteraceae"
"845","ncbi","375","Asteraceae"
"846","ncbi","2750",NA
"847","ncbi","137","Asteraceae"
"848","ncbi","3122","Vitaceae"
"849","ncbi","1272",NA
"850","ncbi","2953","Fabaceae"
"851","ncbi","2041","Apiaceae"
"852","ncbi","3046","Verbenaceae"
"853","ncbi","931","Thymelaeaceae"
"854","ncbi","260",NA
"855","ncbi","414",NA
"856","ncbi","414",NA
"857","ncbi","414",NA
"858","ncbi","476",NA
"859","ncbi","348","Fabaceae"
"860","ncbi","535",NA
"861","ncbi","2955","Fabaceae"
"862","ncbi","929","Caprifoliaceae"
"863","ncbi","2691",NA
"864","ncbi","2514","Apiaceae"
"865","ncbi","2675","Asteraceae"
"866","ncbi","2675","Asteraceae"
"867","ncbi","2675","Asteraceae"
"868","ncbi","2723","Asteraceae"
"869","ncbi","2723","Asteraceae"
"870","ncbi","2723","Asteraceae"
"871","ncbi","2407","Anacardiaceae"
"872","ncbi","2475","Salicaceae"
"873","ncbi","2475","Salicaceae"
"874","ncbi","1789","Lamiaceae"
"875","ncbi","93","Rosaceae"
"876","ncbi","2677","Asteraceae"
"877","ncbi","2677","Asteraceae"
"878","ncbi","2677","Asteraceae"
"879","ncbi","3114","Violaceae"
"880","ncbi","505","Brassicaceae"
"881","ncbi","1550","Asteraceae"
"882","ncbi","1550","Asteraceae"
"883","ncbi","1550","Asteraceae"
"884","ncbi","1303","Lamiaceae"
"885","ncbi","1287",NA
"886","ncbi","2672","Caryophyllaceae"
"887","ncbi","1349","Ranunculaceae"
"888","ncbi","2385","Rhamnaceae"
"889","ncbi","655","Onagraceae"
"890","ncbi","2223","Salicaceae"
"891","ncbi","2223","Salicaceae"
"892","ncbi","2000","Oxalidaceae"
"893","ncbi","1463","Balsaminaceae"
"894","ncbi","847",NA
"895","ncbi","1913","Lamiaceae"
"896","ncbi","2805",NA
"897","ncbi","3112","Violaceae"
"898","ncbi","2415",NA
"899","ncbi","886",NA
"900","ncbi","2217",NA
"901","ncbi","2402",NA
"902","ncbi","2402",NA
"903","ncbi","1245",NA
"904","ncbi","20","Sapindaceae"
"905","ncbi","20","Sapindaceae"
"906","ncbi","2728","Asteraceae"
"907","ncbi","2728","Asteraceae"
"908","ncbi","2728","Asteraceae"
"909","ncbi","2462","Asteraceae"
"910","ncbi","2462","Asteraceae"
"911","ncbi","2462","Asteraceae"
"912","ncbi","828",NA
"913","ncbi","323",NA
"914","ncbi","3042",NA
"915","ncbi","1486","Convolvulaceae"
"916","ncbi","1374","Malvaceae"
"917","ncbi","602","Apiaceae"
"918","ncbi","2994","Ulmaceae"
"919","ncbi","2994","Ulmaceae"
"920","ncbi","1604","Fabaceae"
"921","ncbi","2099",NA
"922","ncbi","1152",NA
"923","ncbi","1152",NA
"924","ncbi","2187","Polemoniaceae"
"925","ncbi","1318","Asteraceae"
"926","ncbi","1318","Asteraceae"
"927","ncbi","1318","Asteraceae"
"928","ncbi","881","Brassicaceae"
"929","ncbi","1032","Asteraceae"
"930","ncbi","1032","Asteraceae"
"931","ncbi","1032","Asteraceae"
"932","ncbi","2125","Polemoniaceae"
"933","ncbi","2202",NA
"934","ncbi","889","Fabaceae"
"935","ncbi","1247","Rosaceae"
"936","ncbi","222","Asteraceae"
"937","ncbi","222","Asteraceae"
"938","ncbi","222","Asteraceae"
"939","ncbi","3050","Asteraceae"
"940","ncbi","3050","Asteraceae"
"941","ncbi","3050","Asteraceae"
"942","ncbi","1549","Asteraceae"
"943","ncbi","1549","Asteraceae"
"944","ncbi","1549","Asteraceae"
"945","ncbi","1655","Orchidaceae"
"946","ncbi","1561",NA
"947","ncbi","1938","Onagraceae"
"948","ncbi","2724","Asteraceae"
"949","ncbi","2724","Asteraceae"
"950","ncbi","2724","Asteraceae"
"951","ncbi","590","Caryophyllaceae"
"952","ncbi","269","Apocynaceae"
"953","ncbi","2464","Asteraceae"
"954","ncbi","2464","Asteraceae"
"955","ncbi","2464","Asteraceae"
"956","ncbi","1600","Brassicaceae"
"957","ncbi","1914",NA
"958","ncbi","1259","Fabaceae"
"959","ncbi","1259","Fabaceae"
"960","ncbi","1773","Fabaceae"
"961","ncbi","2715","Solanaceae"
"962","ncbi","656","Asteraceae"
"963","ncbi","656","Asteraceae"
"964","ncbi","656","Asteraceae"
"965","ncbi","2961","Melanthiaceae"
"966","ncbi","1480","Convolvulaceae"
"967","ncbi","2879","Lamiaceae"
"968","ncbi","896","Fabaceae"
"969","ncbi","2461","Asteraceae"
"970","ncbi","2461","Asteraceae"
"971","ncbi","2461","Asteraceae"
"972","ncbi","1438","Hypoxidaceae"
"973","ncbi","264","Apocynaceae"
"974","ncbi","3041",NA
"975","ncbi","1080",NA
"976","ncbi","923","Ebenaceae"
"977","ncbi","923","Ebenaceae"
"978","ncbi","3107","Violaceae"
"979","ncbi","1097","Asteraceae"
"980","ncbi","1097","Asteraceae"
"981","ncbi","1097","Asteraceae"
"982","ncbi","2452","Rosaceae"
"983","ncbi","2722","Asteraceae"
"984","ncbi","2722","Asteraceae"
"985","ncbi","2722","Asteraceae"
"986","ncbi","2703","Smilacaceae"
"987","ncbi","2703","Smilacaceae"
"988","ncbi","3155","Rutaceae"
"989","ncbi","3155","Rutaceae"
"990","ncbi","902",NA
"991","ncbi","1556","Verbenaceae"
"992","ncbi","787","Rosaceae"
"993","ncbi","2512",NA
"994","ncbi","2512",NA
"995","ncbi","1187",NA
"996","ncbi","1065","Liliaceae"
"997","ncbi","2696","Asparagaceae"
"998","ncbi","1405","Violaceae"
"999","ncbi","803","Fabaceae"
"1000","ncbi","534",NA
"1001","ncbi","2652","Malvaceae"
"1002","ncbi","2463","Asteraceae"
"1003","ncbi","2463","Asteraceae"
"1004","ncbi","2463","Asteraceae"
"1005","ncbi","2685",NA
"1006","ncbi","1929",NA
"1007","ncbi","2403","Anacardiaceae"
"1008","ncbi","390","Lamiaceae"
"1009","ncbi","2001","Oxalidaceae"
"1010","ncbi","2001","Oxalidaceae"
"1011","ncbi","277","Asparagaceae"
"1012","ncbi","277","Asparagaceae"
"1013","ncbi","2717","Solanaceae"
"1014","ncbi","890",NA
"1015","ncbi","1492","Iridaceae"
"1016","ncbi","2343","Ranunculaceae"
"1017","ncbi","3034","Caprifoliaceae"
"1018","ncbi","2697","Asparagaceae"
"1019","ncbi","640","Asteraceae"
"1020","ncbi","640","Asteraceae"
"1021","ncbi","640","Asteraceae"
"1022","ncbi","3075","Adoxaceae"
"1023","ncbi","3108","Violaceae"
"1024","ncbi","3060","Plantaginaceae"
"1025","ncbi","2954","Fabaceae"
"1026","ncbi","2309","Fabaceae"
"1027","ncbi","1060","Apiaceae"
"1028","ncbi","2818","Fabaceae"
"1029","ncbi","1417","Hydrophyllaceae"
"1030","ncbi","2248",NA
"1031","ncbi","440",NA
"1032","ncbi","440",NA
"1033","ncbi","440",NA
"1034","ncbi","1627","Asteraceae"
"1035","ncbi","1627","Asteraceae"
"1036","ncbi","1627","Asteraceae"
"1037","ncbi","1222",NA
"1038","ncbi","843","Boraginaceae"
"1039","ncbi","2073","Plantaginaceae"
"1040","ncbi","2004","Apiaceae"
"1041","ncbi","592",NA
"1042","ncbi","996",NA
"1043","ncbi","261",NA
"1044","ncbi","1671",NA
"1045","ncbi","2509","Papaveraceae"
"1046","ncbi","1338","Asteraceae"
"1047","ncbi","1256",NA
"1048","ncbi","2404","Anacardiaceae"
"1049","ncbi","1243",NA
"1050","ncbi","2521",NA
"1051","ncbi","2195","Polygalaceae"
"1052","ncbi","2689","Iridaceae"
"1053","ncbi","833","Convolvulaceae"
"1054","ncbi","1353","Apiaceae"
"1055","ncbi","173","Apiaceae"
"1056","ncbi","2580",NA
"1057","ncbi","2702","Smilacaceae"
"1058","ncbi","2235","Rosaceae"
"1059","ncbi","555","Berberidaceae"
"1060","ncbi","2181","Poaceae"
"1061","ncbi","1278","Plantaginaceae"
"1062","ncbi","2936","Commelinaceae"
"1063","ncbi","788","Rosaceae"
"1064","ncbi","2796","Caryophyllaceae"
"1065","ncbi","2726","Asteraceae"
"1066","ncbi","1849","Lamiaceae"
"1067","ncbi","22","Sapindaceae"
"1068","ncbi","2670","Caryophyllaceae"
"1069","ncbi","2341",NA
"1070","ncbi","2485",NA
"1071","ncbi","243","Aristolochiaceae"
"1072","ncbi","1040","Asteraceae"
"1073","ncbi","2583","Lamiaceae"
"1074","ncbi","1692","Fabaceae"
"1075","ncbi","2161","Apiaceae"
"1076","ncbi","1142","Rosaceae"
"1077","ncbi","3064","Plantaginaceae"
"1078","ncbi","1709","Caryophyllaceae"
"1079","ncbi","179","Apiaceae"
"1080","ncbi","1883","Boraginaceae"
"1081","ncbi","2666","Caryophyllaceae"
"1082","ncbi","3087","Fabaceae"
"1083","ncbi","1788","Lamiaceae"
"1084","ncbi","3029","Caprifoliaceae"
"1085","ncbi","2238","Rosaceae"
"1086","ncbi","3056","Plantaginaceae"
"1087","ncbi","2344","Ranunculaceae"
"1088","ncbi","1730","Lythraceae"
"1089","ncbi","673","Asteraceae"
"1090","ncbi","1249","Rosaceae"
"1091","ncbi","667","Asteraceae"
"1092","ncbi","573","Asteraceae"
"1093","ncbi","3057","Plantaginaceae"
"1094","ncbi","2792","Caryophyllaceae"
"1095","ncbi","2798","Caryophyllaceae"
"1096","ncbi","193","Apiaceae"
"1097","ncbi","2950","Fabaceae"
"1098","ncbi","2349","Ranunculaceae"
"1099","ncbi","1572",NA
"1100","ncbi","794","Asteraceae"
"1101","ncbi","1727","Primulaceae"
"1102","ncbi","3081","Fabaceae"
"1103","ncbi","587","Caryophyllaceae"
"1104","ncbi","1237","Geraniaceae"
"1105","ncbi","1574","Fabaceae"
"1106","ncbi","1191","Rubiaceae"
"1107","ncbi","99","Lamiaceae"
"1108","ncbi","618",NA
"1109","ncbi","2016","Asteraceae"
"1110","ncbi","1054","Geraniaceae"
"1111","ncbi","681","Cistaceae"
"1112","ncbi","1176","Liliaceae"
"1113","ncbi","2558","Apiaceae"
"1114","ncbi","975","Asteraceae"
"1115","ncbi","2904","Lamiaceae"
"1116","ncbi","2570","Hyacinthaceae"
"1117","ncbi","1333","Asteraceae"
"1118","ncbi","1343","Heliotropiaceae"
"1119","ncbi","2377","Resedaceae"
"1120","ncbi","1103","Euphorbiaceae"
"1121","ncbi","819","Asteraceae"
"1122","ncbi","1434",NA
"1123","ncbi","2576","Asteraceae"
"1124","ncbi","2363",NA
"1125","ncbi","2641","Rubiaceae"
"1126","ncbi","3040",NA
"1127","ncbi","2023","Papaveraceae"
"1128","ncbi","1340",NA
"1129","ncbi","1239","Geraniaceae"
"1130","ncbi","867","Apiaceae"
"1131","ncbi","463","Asteraceae"
"1132","ncbi","1341","Heliotropiaceae"
"1133","ncbi","968","Fabaceae"
"1134","ncbi","242","Araceae"
"1135","ncbi","629","Asteraceae"
"1136","ncbi","2926","Apiaceae"
"1137","ncbi","575",NA
"1138","ncbi","2504","Lamiaceae"
"1139","ncbi","798","Iridaceae"
"1140","ncbi","165","Ranunculaceae"
"1141","ncbi","2109","Asteraceae"
"1142","ncbi","2557",NA
"1143","ncbi","1160",NA
"1144","ncbi","1496","Iridaceae"
"1145","ncbi","3061","Plantaginaceae"
"1146","ncbi","1028","Ericaceae"
"1147","ncbi","158","Boraginaceae"
"1148","ncbi","2627","Asteraceae"
"1149","ncbi","1432","Hypericaceae"
"1150","ncbi","2880","Lamiaceae"
"1151","ncbi","839","Primulaceae"
"1152","ncbi","630",NA
"1153","ncbi","168","Ranunculaceae"
"1154","ncbi","2541","Caprifoliaceae"
"1155","ncbi","1055","Geraniaceae"
"1156","ncbi","874","Ranunculaceae"
"1157","ncbi","937","Asteraceae"
"1158","ncbi","797","Iridaceae"
"1159","ncbi","682","Cistaceae"
"1160","ncbi","639","Asteraceae"
"1161","ncbi","1872","Hyacinthaceae"
"1162","ncbi","282","Asphodelaceae"
"1163","ncbi","1392","Brassicaceae"
"1164","ncbi","1743",NA
"1165","ncbi","2891","Apiaceae"
"1166","ncbi","1973",NA
"1167","ncbi","522","Asteraceae"
"1168","ncbi","979","Boraginaceae"
"1169","ncbi","2938","Asteraceae"
"1170","ncbi","744","Convolvulaceae"
"1171","ncbi","2687","Brassicaceae"
"1172","ncbi","515","Brassicaceae"
"1173","ncbi","2122",NA
"1174","ncbi","2523","Lamiaceae"
"1175","ncbi","2900","Thymelaeaceae"
"1176","ncbi","380","Brassicaceae"
"1177","ncbi","2469","Rutaceae"
"1178","ncbi","1751","Malvaceae"
"1179","ncbi","1421",NA
"1180","ncbi","2902","Thymelaeaceae"
"1181","ncbi","325","Fabaceae"
"1182","ncbi","745","Convolvulaceae"
"1183","ncbi","2577",NA
"1184","ncbi","16","Acanthaceae"
"1185","ncbi","1921","Ranunculaceae"
"1186","ncbi","969","Cucurbitaceae"
"1187","ncbi","2173","Plantaginaceae"
"1188","ncbi","119","Amaryllidaceae"
"1189","ncbi","1977","Santalaceae"
"1190","ncbi","1763","Fabaceae"
"1191","ncbi","1157","Liliaceae"
"1192","ncbi","1570","Fabaceae"
"1193","ncbi","2573","Asteraceae"
"1194","ncbi","358","Orobanchaceae"
"1195","ncbi","1947",NA
"1196","ncbi","3012","Hyacinthaceae"
"1197","ncbi","1058","Apiaceae"
"1198","ncbi","743","Convolvulaceae"
"1199","ncbi","2958","Fabaceae"
"1200","ncbi","108","Boraginaceae"
"1201","ncbi","1949","Orchidaceae"
"1202","ncbi","1424","Hypericaceae"
"1203","ncbi","1057","Brassicaceae"
"1204","ncbi","2503",NA
"1205","ncbi","1159","Cistaceae"
"1206","ncbi","159","Boraginaceae"
"1207","ncbi","2771","Lamiaceae"
"1208","ncbi","1873","Hyacinthaceae"
"1209","ncbi","502","Capparaceae"
"1210","ncbi","347","Lamiaceae"
"1211","ncbi","2374","Asteraceae"
"1212","ncbi","2940",NA
"1213","ncbi","1950","Orchidaceae"
"1214","ncbi","103","Malvaceae"
"1215","ncbi","1871",NA
"1216","ncbi","1158","Cistaceae"
"1217","ncbi","2321","Caprifoliaceae"
"1218","ncbi","2103","Caryophyllaceae"
"1219","ncbi","1654","Linaceae"
"1220","ncbi","114","Amaryllidaceae"
"1221","ncbi","2259","Lamiaceae"
"1222","ncbi","482","Campanulaceae"
"1223","ncbi","1261","Plantaginaceae"
"1224","ncbi","359","Asteraceae"
"1225","ncbi","194","Fabaceae"
"1226","ncbi","1555","Lamiaceae"
"1227","ncbi","2665","Caryophyllaceae"
"1228","ncbi","2808","Amaryllidaceae"
"1229","ncbi","2308","Fabaceae"
"1230","ncbi","1951","Orchidaceae"
"1231","ncbi","153","Primulaceae"
"1232","ncbi","576","Asteraceae"
"1233","ncbi","1994","Oxalidaceae"
"1234","ncbi","275","Asparagaceae"
"1235","ncbi","2518","Rosaceae"
"1236","ncbi","856","Thymelaeaceae"
"1237","ncbi","1580","Lamiaceae"
"1238","ncbi","466","Ericaceae"
"1239","ncbi","2459","Rosaceae"
"1240","ncbi","679","Cistaceae"
"1241","ncbi","1027","Ericaceae"
"1242","ncbi","1291","Cistaceae"
"1243","ncbi","1897","Myrtaceae"
"1244","ncbi","1978","Santalaceae"
"1245","ncbi","249","Plumbaginaceae"
"1246","ncbi","2438","Lamiaceae"
"1247","ncbi","2700","Smilacaceae"
"1248","ncbi","276","Asparagaceae"
"1249","ncbi","2906","Lamiaceae"
"1250","ncbi","1290",NA
"1251","ncbi","616","Arecaceae"
"1252","ncbi","1329",NA
"1253","ncbi","2992","Fabaceae"
"1254","ncbi","1312",NA
"1255","ncbi","2786","Fabaceae"
"1256","ncbi","1681","Caprifoliaceae"
"1257","ncbi","2118","Oleaceae"
"1258","ncbi","2993","Fabaceae"
"1259","ncbi","849","Fabaceae"
"1260","ncbi","1578","Lauraceae"
"1261","ncbi","151","Asteraceae"
"1262","ncbi","1230","Geraniaceae"
"1263","ncbi","560","Lamiaceae"
"1264","ncbi","1181","Asteraceae"
"1265","ncbi","164","Asteraceae"
"1266","ncbi","981","Boraginaceae"
"1267","ncbi","49",NA
"1268","ncbi","2346",NA
"1269","ncbi","1025","Ericaceae"
"1270","ncbi","2623",NA
"1271","ncbi","2370","Brassicaceae"
"1272","ncbi","2738",NA
"1273","ncbi","95","Crassulaceae"
"1274","ncbi","680","Cistaceae"
"1275","ncbi","2741","Asteraceae"
"1276","ncbi","1426","Hypericaceae"
"1277","ncbi","1591","Asteraceae"
"1278","ncbi","2149","Oleaceae"
"1279","ncbi","2310",NA
"1280","ncbi","523","Asteraceae"
"1281","ncbi","204",NA
"1282","ncbi","234",NA
"1283","ncbi","1458",NA
"1284","ncbi","3113","Violaceae"
"1285","ncbi","2384","Rhamnaceae"
"1286","ncbi","2667","Caryophyllaceae"
"1287","ncbi","89",NA
"1288","ncbi","1520","Campanulaceae"
"1289","ncbi","1530","Asteraceae"
"1290","ncbi","50","Fabaceae"
"1291","ncbi","1216","Gentianaceae"
"1292","ncbi","1389",NA
"1293","ncbi","247","Plumbaginaceae"
"1294","ncbi","2591","Crassulaceae"
"1295","ncbi","2617","Asteraceae"
"1296","ncbi","1613","Asteraceae"
"1297","ncbi","2908","Lamiaceae"
"1298","ncbi","2664","Caryophyllaceae"
"1299","ncbi","1124","Orobanchaceae"
"1300","ncbi","2735","Asteraceae"
"1301","ncbi","850","Fabaceae"
"1302","ncbi","1375",NA
"1303","ncbi","381",NA
"1304","ncbi","1376",NA
"1305","ncbi","2285",NA
"1306","ncbi","2243","Rosaceae"
"1307","ncbi","2470",NA
"1308","ncbi","1220","Gentianaceae"
"1309","ncbi","2886","Ranunculaceae"
"1310","ncbi","2072",NA
"1311","ncbi","1229","Geraniaceae"
"1312","ncbi","2446","Rosaceae"
"1313","ncbi","2250","Rosaceae"
"1314","ncbi","2584","Lamiaceae"
"1315","ncbi","2078",NA
"1316","ncbi","2096",NA
"1317","ncbi","1396",NA
"1318","ncbi","550",NA
"1319","ncbi","615",NA
"1320","ncbi","1453",NA
"1321","ncbi","2424","Rosaceae"
"1322","ncbi","2080",NA
"1323","ncbi","521",NA
"1324","ncbi","2075","Plantaginaceae"
"1325","ncbi","1952",NA
"1326","ncbi","2079",NA
"1327","ncbi","1039",NA
"1328","ncbi","875",NA
"1329","ncbi","2595","Crassulaceae"
"1330","ncbi","470","Ranunculaceae"
"1331","ncbi","263",NA
"1332","ncbi","1151","Gentianaceae"
"1333","ncbi","1801","Boraginaceae"
"1334","ncbi","2660",NA
"1335","ncbi","1236",NA
"1336","ncbi","2895","Fabaceae"
"1337","ncbi","486","Campanulaceae"
"1338","ncbi","467",NA
"1339","ncbi","321",NA
"1340","ncbi","1061","Brassicaceae"
"1341","ncbi","2458",NA
"1342","ncbi","2782",NA
"1343","ncbi","498",NA
"1344","ncbi","2297","Rosaceae"
"1345","ncbi","1800","Boraginaceae"
"1346","ncbi","2661",NA
"1347","ncbi","38","Ranunculaceae"
"1348","ncbi","2107","Hydrophyllaceae"
"1349","ncbi","2232","Rosaceae"
"1350","ncbi","208","Ranunculaceae"
"1351","ncbi","1519","Hydrangeaceae"
"1352","ncbi","2097","Fabaceae"
"1353","ncbi","2061","Orobanchaceae"
"1354","ncbi","645","Asteraceae"
"1355","ncbi","294","Asteraceae"
"1356","ncbi","861",NA
"1357","ncbi","2076",NA
"1358","ncbi","2951","Fabaceae"
"1359","ncbi","1560",NA
"1360","ncbi","266","Apocynaceae"
"1361","ncbi","2062","Orobanchaceae"
"1362","ncbi","2143","Brassicaceae"
"1363","ncbi","115",NA
"1364","ncbi","2206","Polygonaceae"
"1365","ncbi","1752",NA
"1366","ncbi","1794","Loasaceae"
"1367","ncbi","1494","Iridaceae"
"1368","ncbi","1573",NA
"1369","ncbi","3024","Caprifoliaceae"
"1370","ncbi","964","Rosaceae"
"1371","ncbi","1255","Polemoniaceae"
"1372","ncbi","993","Orobanchaceae"
"1373","ncbi","1967","Asteraceae"
"1374","ncbi","1946",NA
"1375","ncbi","217",NA
"1376","ncbi","700","Cleomaceae"
"1377","ncbi","1146","Rosaceae"
"1378","ncbi","698",NA
"1379","ncbi","2010",NA
"1380","ncbi","946","Brassicaceae"
"1381","ncbi","1045","Asteraceae"
"1382","ncbi","205","Ranunculaceae"
"1383","ncbi","223",NA
"1384","ncbi","2669",NA
"1385","ncbi","1189","Rubiaceae"
"1386","ncbi","1321","Asteraceae"
"1387","ncbi","2292",NA
"1388","ncbi","2962","Melanthiaceae"
"1389","ncbi","772","Cornaceae"
"1390","ncbi","1742","Asparagaceae"
"1391","ncbi","1993","Oxalidaceae"
"1392","ncbi","1650","Caprifoliaceae"
"1393","ncbi","718","Liliaceae"
"1394","ncbi","219","Araliaceae"
"1395","ncbi","2947","Primulaceae"
"1396","ncbi","624","Ericaceae"
"1397","ncbi","2331","Ericaceae"
"1398","ncbi","845","Orchidaceae"
"1399","ncbi","1761","Liliaceae"
"1400","ncbi","197",NA
"1401","ncbi","621","Rubiaceae"
"1402","ncbi","956","Asparagaceae"
"1403","ncbi","942","Sapindaceae"
"1404","ncbi","2170",NA
"1405","ncbi","2020",NA
"1406","ncbi","1207","Loganiaceae"
"1407","ncbi","2656","Sapotaceae"
"1408","ncbi","3151","Apocynaceae"
"1409","ncbi","2009","Apocynaceae"
"1410","ncbi","262","Apocynaceae"
"1411","ncbi","2688","Apocynaceae"
"1412","ncbi","3152","Apocynaceae"
"1413","ncbi","283","Apocynaceae"
"1414","ncbi","271","Apocynaceae"
"1415","ncbi","1840","Apocynaceae"
"1416","ncbi","1839","Apocynaceae"
"1417","ncbi","191","Apiaceae"
"1418","ncbi","438",NA
"1419","ncbi","2293","Rosaceae"
"1420","ncbi","1403",NA
"1421","ncbi","1603","Fabaceae"
"1422","ncbi","2287","Rosaceae"
"1423","ncbi","2946","Liliaceae"
"1424","ncbi","2826","Cornaceae"
"1425","ncbi","1723","Primulaceae"
"1426","ncbi","737","Commelinaceae"
"1427","ncbi","2092","Polygonaceae"
"1428","ncbi","2659","Asteraceae"
"1429","ncbi","2408","Anacardiaceae"
"1430","ncbi","2482","Salicaceae"
"1431","ncbi","2454","Rosaceae"
"1432","ncbi","1739","Magnoliaceae"
"1433","ncbi","2113","Rutaceae"
"1434","ncbi","779",NA
"1435","ncbi","258","Rosaceae"
"1436","ncbi","546","Fagaceae"
"1437","ncbi","3116","Violaceae"
"1438","ncbi","167","Ranunculaceae"
"1439","ncbi","2286","Rosaceae"
"1440","ncbi","2451",NA
"1441","ncbi","3102","Violaceae"
"1442","ncbi","2768","Apiaceae"
"1443","ncbi","2450","Rosaceae"
"1444","ncbi","1019","Berberidaceae"
"1445","ncbi","663",NA
"1446","ncbi","52","Asteraceae"
"1447","ncbi","1087",NA
"1448","ncbi","2201",NA
"1449","ncbi","79","Sapindaceae"
"1450","ncbi","1992","Oxalidaceae"
"1451","ncbi","531","Lamiaceae"
"1452","ncbi","330","Garryaceae"
"1453","ncbi","361",NA
"1454","ncbi","529","Asteraceae"
"1455","ncbi","2101","Asteraceae"
"1456","ncbi","2431","Rosaceae"
"1457","ncbi","715","Lamiaceae"
"1458","ncbi","662","Asteraceae"
"1459","ncbi","2500","Lamiaceae"
"1460","ncbi","2967","Gentianaceae"
"1461","ncbi","936","Colchicaceae"
"1462","ncbi","21","Sapindaceae"
"1463","ncbi","3100","Violaceae"
"1464","ncbi","188","Polygonaceae"
"1465","ncbi","96","Asteraceae"
"1466","ncbi","1896","Myrtaceae"
"1467","ncbi","1077","Cunoniaceae"
"1468","ncbi","1702","Myrtaceae"
"1469","ncbi","2388","Verbenaceae"
"1470","ncbi","1886",NA
"1471","ncbi","142","Myrtaceae"
"1472","ncbi","141","Myrtaceae"
"1473","ncbi","2873","Myrtaceae"
"1474","ncbi","1254","Proteaceae"
"1475","ncbi","1841","Gesneriaceae"
"1476","ncbi","1887","Myrtaceae"
"1477","ncbi","2990","Myrtaceae"
"1478","ncbi","1412","Hydrangeaceae"
"1479","ncbi","1888","Myrtaceae"
"1480","ncbi","363","Berberidaceae"
"1481","ncbi","1708","Alstroemeriaceae"
"1482","ncbi","1982",NA
"1483","ncbi","459","Cunoniaceae"
"1484","ncbi","152","Primulaceae"
"1485","ncbi","313","Gesneriaceae"
"1486","ncbi","999","Proteaceae"
"1487","ncbi","364","Berberidaceae"
"1488","ncbi","1203","Ericaceae"
"1489","ncbi","1707","Alstroemeriaceae"
"1490","ncbi","2989","Myrtaceae"
"1491","ncbi","1202","Ericaceae"
"1492","ncbi","3017","Ericaceae"
"1493","ncbi","1585","Ericaceae"
"1494","ncbi","1536","Ericaceae"
"1495","ncbi","254","Rosaceae"
"1496","ncbi","2698","Asparagaceae"
"1497","ncbi","1206","Ericaceae"
"1498","ncbi","1909",NA
"1499","ncbi","613","Ericaceae"
"1500","ncbi","2759","Rosaceae"
"1501","ncbi","2480","Salicaceae"
"1502","ncbi","160",NA
"1503","ncbi","1537","Ericaceae"
"1504","ncbi","469",NA
"1505","ncbi","1388","Asteraceae"
"1506","ncbi","2821","Caprifoliaceae"
"1507","ncbi","1029","Ericaceae"
"1508","ncbi","1436","Asteraceae"
"1509","ncbi","2488","Salicaceae"
"1510","ncbi","1008","Onagraceae"
"1511","ncbi","252","Asteraceae"
"1512","ncbi","1380","Asteraceae"
"1513","ncbi","3018","Ericaceae"
"1514","ncbi","2478","Salicaceae"
"1515","ncbi","1209","Fabaceae"
"1516","ncbi","1194","Rubiaceae"
"1517","ncbi","2948","Primulaceae"
"1518","ncbi","2870",NA
"1519","ncbi","851","Fabaceae"
"1520","ncbi","3022","Ericaceae"
"1521","ncbi","2746",NA
"1522","ncbi","1210","Fabaceae"
"1523","ncbi","1184",NA
"1524","ncbi","1387",NA
"1525","ncbi","1542","Caprifoliaceae"
