network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,3,R. Peters,27,
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.2,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra240585,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Pseudapis sp. 3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240585,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra240585,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Megachile sp.3,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240585,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,10,A. Claßen,14,
gra240585,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Braunsapis cf. foveata (Smith, 1854)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
gra240585,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Megachile barbata (Smith, 1853)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
gra240729,gra2,grassland,Acanthaceae sp.1*,Acanthaceae,herbaceous,morphospecies,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,Lasioglossum sp.13,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Conyza cf. subscaposa,Asteraceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,counted as Conyza subscaposa (when counting plant species)
gra240729,gra2,grassland,Conyza cf. subscaposa,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,counted as Conyza subscaposa (when counting plant species)
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Colletes sp.1,morphospecies (genus),1,Colletidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,10,C. Eardley,1,
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Andrena notophila Viereck ,Species,1,Andrenidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,13,
gra240729,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Megachile sp.2,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Apidae Justicia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Andrena notophila Viereck ,Species,1,Andrenidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,13,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,32,A. Claßen,14,
gra240729,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Xylocopa caffra (Linnaeus, 1767)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
gra240729,gra2,grassland,Lantana camara,Verbenaceae,shrubby,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
gra240729,gra2,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,Crabonidae sp.2,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,Crabronidae sp.2,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,Vespidae sp.26,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,6,R. Peters,27,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,8,A. Claßen,14,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,2,
gra240729,gra2,grassland,Rubus spp.*,Rosaceae,shrubby,species complex,"Syritta stigmatica (Loew, 1958)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Crabronidae sp.1,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,3,R. Peters,27,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Vespidae sp.1,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,4,R. Peters,27,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,34,C. Eardley,1,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Wainia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Ceratina Emilia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia5,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia6,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Andrena notophila Viereck ,Species,1,Andrenidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,13,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,4,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus minutus (Hull, 1938)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra240856,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Syritta albopilosa (Lyneborg & Barkemeyer, 2005)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra240856,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.1,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra240856,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Crabronidae sp.16,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra240856,gra2,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240856,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Ceratina sp.1,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra240856,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,34,A. Claßen,14,
gra240856,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Megachile venusta (Smith, 1853)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
gra240856,gra2,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,8,C. Eardley,1,
gra240856,gra2,grassland,Oldenlandia herbacea,Rubiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra240856,gra2,grassland,Phyllanthus boehmii,Euphorbiaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Sphecidae sp.1,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Andrena sp.1,morphospecies (genus),1,Andrenidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,1,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Wainia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,1,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia4,observation,0,,Hymenoptera,non-bee Aculeata,2,,,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae Emilia4,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
gra241036,gra2,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Chrysotoxum continum (Bezzi, 1915)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra241036,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra241036,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,Patellapis sp.17,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra241036,gra2,grassland,Justicia flava,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,38,A. Claßen,14,
gra241036,gra2,grassland,Phyllanthus boehmii,Euphorbiaceae,herbaceous,Species,Crabronidae sp.15,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra241036,gra2,grassland,Phyllanthus boehmii,Euphorbiaceae,herbaceous,Species,Lasioglossum Phyllanthus,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
gra241036,gra2,grassland,Richardia scabra,Rubiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,9,A. Claßen,14,
gra340583,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Hymenoptera Satureja,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra340583,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,10,
gra340583,gra3,grassland,Conyza pyrrhopappa,Asteraceae,herbaceous,Species,Sphecidae sp.14,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra340583,gra3,grassland,Conyza pyrrhopappa,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340583,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,1,
gra340583,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340583,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra340583,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,Patellapis sp.17,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340583,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra340583,gra3,grassland,Morpho sp.2*,NA,herbaceous,morphospecies,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
gra340583,gra3,grassland,Morpho sp.2*,NA,herbaceous,morphospecies,"Paragus longiventris (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Pandasyophthalmus  sp. 1,morphospecies (genus),1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Syrphidae Myrica1,observation,0,Syrphidae,Diptera,Syrphid,2,,,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Syrphidae Myrica2,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,12,A. Claßen,14,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Eristalinus surcoufi (Hervé-Bazin, 1914)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340583,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Lasioglossum sp.11,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Pandasyophthalmus  sp. 1,morphospecies (genus),1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Halictidae Wahlenbergia,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Hymenoptera Wahlenbergia,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,"6,7,8",
gra340583,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340732,gra3,grassland,Asystasia gangetica,Acanthaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,10,
gra340732,gra3,grassland,Asystasia gangetica,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,A. Claßen,14,
gra340732,gra3,grassland,Asystasia gangetica,Acanthaceae,herbaceous,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,2,
gra340732,gra3,grassland,Bidens pilosa,Asteraceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra340732,gra3,grassland,Cassia mimosoides,Fabaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340732,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340732,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Amegilla Clinopodium,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra340732,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Thyreus Clinopodium,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra340732,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,10,
gra340732,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Argidae sp.1,morphospecies (family),1,Agridae,Hymenoptera,Symphyta,1,R. Peters,27,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,1,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Paragus naso (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,2,
gra340732,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,"Syritta stigmatica (Loew, 1958)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra340732,gra3,grassland,Indigofera atriceps ssp. kaessneri,Fabaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340732,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Syrphidae Myrica1,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra340732,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Syrphidae Myrica2,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra340732,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,15,A. Claßen,14,
gra340732,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,22,C. Eardley,2,
gra340732,gra3,grassland,Pentas lanceolata,Rubiaceae,shrubby,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
gra340732,gra3,grassland,Thunbergia tsavoensis,Acanthaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340732,gra3,grassland,Vernonia lasiopus,Asteraceae,herbaceous,Species,Hymenoptera Vernonia,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra340732,gra3,grassland,Vernonia lasiopus,Asteraceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra340876,gra3,grassland,Ageratum conyzoides,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,A. Claßen,14,
gra340876,gra3,grassland,Asystasia gangetica,Acanthaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,10,
gra340876,gra3,grassland,Asystasia gangetica,Acanthaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,14,A. Claßen,14,
gra340876,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
gra340876,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,28,A. Claßen,14,
gra340876,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra340876,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra340876,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,Vespidae sp.1,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra340876,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,Ceratina Lactuca,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra340876,gra3,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra340876,gra3,grassland,Lantana trifolia,Verbenaceae,shrubby,Species,Syrphidae Lantana,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra340876,gra3,grassland,Lantana trifolia,Verbenaceae,shrubby,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
