network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile wahlbergi (Friese, 1901)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais141204,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Xylocopa caffra (Linnaeus, 1767)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
sav440545,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,Ceratina Acacia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440545,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,Megachile Acacia,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,4,,,
sav440545,sav4,savannah,Cassia mimosoides,Fabaceae,herbaceous,Species,Amegilla Cassia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440545,sav4,savannah,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,Amegilla Commelina,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440545,sav4,savannah,Gomphocarpus integer,Apocynaceae,herbaceous,Species,Vespidae sp.10,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav440545,sav4,savannah,Indigofera lupatana,Fabaceae,herbaceous,Species,Megachile Indigofera,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
sav440545,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Amegilla Plectranthus,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440545,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Megachile Plectranthus1,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,3,,,
sav440545,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Megachile Plectranthus2,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,2,,,
sav440545,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Xylocopa Plectranthus,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440592,sav4,savannah,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,10,
sav440592,sav4,savannah,Emilia ukambensis,Asteraceae,herbaceous,Species,Steganomus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav440592,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
sav440592,sav4,savannah,Streptopetalum hildebrandtii,Passifloraceae,herbaceous,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
sav440592,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Steganomus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav440592,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,"Paragus cf. auritus (Stuckenberg, 1954)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
sav440714,sav4,savannah,Gomphocarpus integer,Apocynaceae,herbaceous,Species,Vespidae sp.10,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
sav440714,sav4,savannah,Pappea capensis,Sapindaceae,shrub/small tree,Species,Syrphidae Pappea,observation,0,Syrphidae,Diptera,Syrphid,3,,,
sav440714,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Coelioxys Plectranthus,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
sav440714,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Xylocopa Plectranthus,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav440714,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,10,C. Eardley,10,
sav440714,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
sav440714,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Lasioglossum sp.11,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav440714,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav440714,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,"Pseudoanthidium truncatum (Smith, 1854) ",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
sav440845,sav4,savannah,Emilia ukambensis,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav440845,sav4,savannah,Ozoroa insignis,Anacardiaceae,shrub/small tree,Species,Syrphidae Ozoroa,observation,0,Syrphidae,Diptera,Syrphid,1,,,
sav440845,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,Xylocopa Tinnea,observation,0,Apidae,Hymenoptera,Apoidea:Bee,4,,,
sav440845,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
sav440845,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Halictidae Tridax,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
sav440890,sav4,savannah,Gomphocarpus integer,Apocynaceae,herbaceous,Species,Pompilidae Gomphocarpus,observation,0,Pompilidae,Hymenoptera,non-bee Aculeata,2,,,
sav440890,sav4,savannah,Maytenus senegalensis,Celastraceae,shrub/small tree,Species,Sphecidae sp.9,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
sav440890,sav4,savannah,Maytenus senegalensis,Celastraceae,shrub/small tree,Species,Syrphidae Maytenus,observation,0,Syrphidae,Diptera,Syrphid,1,,,
sav440890,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,Sphecidae sp.14,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav440890,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,10,
sav440890,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,"Megachile leucospila (Cockerell, 1933)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
sav440890,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Sphecidae sp.14,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,6,R. Peters,27,
sav441027,sav4,savannah,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,Vespidae sp.11,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav441027,sav4,savannah,Gomphocarpus integer,Apocynaceae,herbaceous,Species,Vespidae sp.10,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav441027,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,Crabronidae sp.24,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav441027,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,Hymenoptera Oldenlandia4,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
sav441027,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,Lasioglossum Oldenlandia,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
sav441027,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
sav441027,sav4,savannah,Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
sav441027,sav4,savannah,Osteospermum vaillantii,Asteraceae,herbaceous,Species,Dryinidae sp.10,morphospecies (family),1,Dryinidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav441027,sav4,savannah,Pentanisia ouranogyne,Rubiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
sav441027,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,Xylocopa Tinnea1,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441027,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,Xylocopa Tinnea2,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441027,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,"Xylocopa somalica (Magretti, 1895)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
sav441027,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Sphecidae sp.14,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
sav441027,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Wainia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
sav441027,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Megachile Tridax,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
sav441089,sav4,savannah,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,4,A. Ssymank,15-26*,
sav441089,sav4,savannah,Ipomoea blepharophylla,Convolvulaceae,herbaceous,Species,Apidae Ipomoea,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
sav441089,sav4,savannah,Osteospermum vaillantii,Asteraceae,herbaceous,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
sav441089,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Amegilla Plectranthus,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
sav441089,sav4,savannah,Plectranthus lasianthus,Lamiaceae,herbaceous,Species,Ceratina Plectranthus,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441089,sav4,savannah,Plectranthus tetensis,Lamiaceae,herbaceous,Species,Megachile sp.3,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav441089,sav4,savannah,Tinnea aethiopica,Lamiaceae,herbaceous,Species,Xylocopa Tinnea3,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441089,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
sav441089,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,Megachile Tridax,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,Vespidae Acacia,observation,0,Vespidae,Hymenoptera,non-bee Aculeata,1,,,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,Xylocopa Commelina1,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,Xylocopa Acacia1,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,"Eristalinus (Lathyrophthalmus) tabanoides (Jeannicke, 1867)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
sav441200,sav4,savannah,Acacia hockii,Fabaceae,shrub/small tree,Species,"Xylocopa somalica (Magretti, 1895)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,9,
sav441200,sav4,savannah,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,Xylocopa Commelina1,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Monechma debile,Acanthaceae,herbaceous,Species,Amegilla Monechma,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Monechma debile,Acanthaceae,herbaceous,Species,Megachile Monechma,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Monechma debile,Acanthaceae,herbaceous,Species,Xylocopa Monechma,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
sav441200,sav4,savannah,Monechma debile,Acanthaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,10,
sav441200,sav4,savannah,Monechma debile,Acanthaceae,herbaceous,Species,"Thyreus tschoffeni (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
sav441200,sav4,savannah,Pappea capensis,Sapindaceae,shrub/small tree,Species,Hymenoptera Pappea,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
sav441200,sav4,savannah,Pappea capensis,Sapindaceae,shrub/small tree,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
sav441200,sav4,savannah,Pappea capensis,Sapindaceae,shrub/small tree,Species,"Thyreus tschoffeni (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
sav441200,sav4,savannah,Tridax procumbens,Asteraceae,herbaceous,Species,"Eoanthidium bituberculatum (Pasteels, 1984) ",Species,1,Eoanthidium,Hymenoptera,Apoidea:Bee,1,C. Eardley,,
