"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"2034","Mimulus alatus","148","robertson_1929.csv","Lamiales","Phrymaceae","Mimulus","Mimulus alatus","NA","bisexual","hermaphrodite","NA","NA","self_compatible","flower","NA","NA","NA",,"pink","tube","tube","zygomorphic","11","NA","NA","22.5","20","25","14","herb","perennial","0.2","1.3","0.75","les 2017; NA; NA","book: aquatic dicotyledons of north america: ecology, life history, and systematics; online: https://gobotany.newenglandwild.org; book: nelumbonaceae to vitaceae: water lotuses to grapes","ISBN: 1351644408","NA","ISBN: 0809332299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2035","Mimulus ringens","148","robertson_1929.csv","Lamiales","Phrymaceae","Mimulus","Mimulus ringens","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","yes","stolons","no",,"lilac","tube","tube","zygomorphic","2.25","NA","NA","2.54","NA","NA","2.5","herb","perennial","0.15","1","0.6","NA; bell et al., 2005; karron & mitchell 2005; mitchell et al., 2004","online: https://www.friendsofthewildflowergarden.org; journal: ecology; journal: ecology; journal: functional ecology","NA","https://doi.org/10.1890/04-0694","https://doi.org/10.1890/04-0694","https://doi.org/10.1111/j.1365-2435.2004.00812.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2036","Mimulus sp1 M_PL_023","121","medan_2002_rio_blanco.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2037","Mimusops erythroxylon","58","kaiser_bunbury_2010_5.csv","Ericales","Sapotaceae","Mimusops","Mimusops erythroxylon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2038","Mimusops sechellarum","63","kaiser_bunbury_2014_1.csv","Ericales","Sapotaceae","Mimusops","Mimusops sechellarum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2039","Mirabilis jalapa","119","mcmullen_1993.csv","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis jalapa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2040","Miraglossum pilosum","132","ollerton_2003.csv","Gentianales","Apocynaceae","Miraglossum","Miraglossum pilosum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2041","Miraglossum verticillare","132","ollerton_2003.csv","Gentianales","Apocynaceae","Miraglossum","Miraglossum verticillare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mauritius","republic of mauritius","lemmens et al., 2012","book: plant resources of tropical africa","NA",,,,
"2042","Mitraria coccinea","156","smith_ramirez_2005.csv","Lamiales","Gesneriaceae","Mitraria","Mitraria coccinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2043","Moehringia lateriflora","186","yamazaki_2003.csv","Caryophyllales","Caryophyllaceae","Caryophyllaceae","Moehringia lateriflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","wiggins & porter","book: flowering plants of the galapagos; online: flora of zimbabwe","NA",,,,
"2044","Molinaea alternifolia","39","kaiser_bunbury_2010_1.csv","Sapindales","Sapindaceae","Molinaea","Molinaea arborea","NA","separated","monoecious","none","NA","NA","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","5.5","5","6","NA","NA","NA",,"tree","perennial","NA","20","10","lemmens et al., 2012","book: plant resources of tropical africa","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","8","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","mcmullen","book: flowering plants of the galapagos","NA",,,,
"2045","Molinaea macrantha","54","kaiser_bunbury_2010_23.csv","Sapindales","Sapindaceae","Molinaea","Molinaea macrantha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2046","Mollugo flavescens","164","traveset_2013.csv","Caryophyllales","Molluginaceae","Mollugo","Mollugo flavescens","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","campanulate","bowl","actinomorphic","1","NA","NA","1","NA","NA","NA","herb","annual","0.1","0.4","0.25","wiggins & porter","book: flowering plants of the galapagos; online: flora of zimbabwe","NA",,,,,"NA",,"6","80","6","NA","NA","NA","NA","NA","NA","NA","NA",,,"4","NA","NA",,,,"34","NA","NA",,,,"5","NA","NA",,,,,,,,,,,"9296",,,"623",,,,"3",,,"NA","NA","5",,,,,,"6",,,,,,,,,"NA","NA","40",,"90",,,,,,,,,,,,,,,,,,"80","NA","NA","80","NA","NA","1",,,,"galapagos","ecuador","poyraz & derdovski 2006; deyto & cervancia 2009","journal of science and technology; philippine agricultural scientist 2009","https://doi.org/10.18036/btdc.68664","NA",,,
"2047","Mollugo snodgrassii","164","traveset_2013.csv","Caryophyllales","Molluginaceae","Mollugo snodgrassii","Mollugo snodgrassii","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","disk","disk","actinomorphic","8","NA","NA","2","NA","NA",,"herb","perennial","0.1","0.4","0.25","mcmullen","book: flowering plants of the galapagos","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2048","Mollugo verticillata","148","robertson_1929.csv","Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","4.5","4","5","1.5","NA","NA","NA","herb","annual","NA","0.3","0.15","NA; bullock 1985","online: http://biology.burke.washington.edu; journal: biotropica","NA","https://doi.org/10.2307/2388591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2049","Mollugo_verticillata","159","souza_2018_chaco.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2050","Momordica charantia","164","traveset_2013.csv","Cucurbitales","Anisophylleaceae","Momordica","Momordica charantia","NA","separated","monoecious","none","NA","NA","flower","NA","NA","NA",,"yellow","bowl","bowl","actinomorphic","32","NA","NA","10","NA","NA","NA","herb","annual","1","3","2","poyraz & derdovski 2006; deyto & cervancia 2009","journal: journal of science and technology; journal: philippine agricultural scientist","https://doi.org/10.18036/btdc.68664","NA",,,,"fruit","78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2051","Momordica charantia ","134","percival_1974.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2052","Monarda bradburiana","148","robertson_1929.csv","Lamiales","Lamiaceae","Monarda","Monarda bradburiana","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","NA","NA","NA","no","lilac","tube","tube","zygomorphic","30","NA","NA","30","25","35","13","herb","perennial","0.3","0.6","0.45","yatskievych 2000; hannah & krakos 2016; NA","book: field guide to indiana wildflowers; poster: the breeding system and assesment of pollen limitation for nine ative missouri species *compatibility*; online: http://www.missouriplants.com","ISBN 0253214203","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2053","Monarda fistulosa","21","clements_1923.csv","Lamiales","Lamiaceae","Monarda","Monarda fistulosa","NA","bisexual","hermaphrodite","low","self_compatible","NA","flower","yes","rhizomes","no",,"blue to purple","tube","tube","zygomorphic","8","NA","NA","25","NA","NA","12.5","herb","perennial","0.8","1.2","1","cruden, hermanutz & shutleworth 1984; NA","journal: oecologia; online: http://www.illinoiswildflowers.info","https://doi.org/10.1007/bf00377551","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2054","Monimiastrum globosum","58","kaiser_bunbury_2010_5.csv","Myrtales","Myrtaceae","Eugenia","Eugenia kanakana","NA","bisexual","hermaphrodite","NA","NA","self-incompatible","flower","NA","NA","NA",,"white","bowl","tube","actinomorphic","NA","NA","NA","NA","NA","NA","3.5","shrub","perennial","NA","NA","NA","Byng et al 2016; Baker, J, G. 1877 (book)","Phytotaxa; Flora of the Mauritius and the Seychelles","https://doi.org/10.11646/phytotaxa.252.3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10622.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2055","Monochoria korsakowii","114","kato_1996.csv","Commelinales","Pontederiaceae","Monochoria","Monochoria korsakowii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2056","Monochoria vaginalis","114","kato_1996.csv","Commelinales","Pontederiaceae","Monochoria","Monochoria vaginalis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tadey 2012; simpson 1990","australian journal of botany; plant systematics and evolution","https://doi.org/10.1071/BT10282","https://doi.org/10.1007/bf00940864",,,
"2057","Montiopsis gilliesii",,,"Caryophyllales","Montiaceae","Montiopsis","Montiopsis gilliesii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2058","Montiopsis gilliesii ","120","medan_2002_laguna_diamante.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2059","Montricharida arborescens","147","ramirez_1992.csv","Alismatales","Araceae","Montrichardia","Montrichardia arborescens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2060","Monttea_aphylla","20","chacoff_2011.csv","Lamiales","Plantaginaceae","Monttea","Monttea aphylla","NA","bisexual","hermaphrodite","low","self_incompatible","NA","flower","NA","NA","no",,"violet","tube","tube","zygomorphic","18","NA","NA","15.5","12","19","15.5","shrub","perennial","NA","3","1.5","tadey 2012; simpson 1990","journal: australian journal of botany; journal: plant systematics and evolution","https://doi.org/10.1071/BT10282","https://doi.org/10.1007/bf00940864",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2061","Morina nepalensis","30","fang_huang_2009.csv","Dipsacales","Caprifoliaceae","Morina","Morina nepalensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","umbel","terminal","15","15",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"NA","NA","1","2","NA","NA","4","10","7","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drupe","NA","9.5","9.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","choudhury, khan & dayanandan 2014; NA; gaangaprasad, muraleedharan & radhamany 2018","plos one; online: efloras.org; the international journal of plant reproductive biology","https://doi.org/10.1371/journal.pone.0087287","NA","10.14787/ijprb.2018 10.2.",,
"2062","Morinda citrifolia","118","mauritius_valerie_unpublished_data.csv","Gentianales","Rubiaceae","Morinda","Morinda citrifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2063","Morinda royoc","134","percival_1974.csv","Gentianales","Rubiaceae","Morinda","Morinda royoc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"verticillaster","NA","90","20",,,"NA",,,,,,,,,,,,,,,,"2",,,"no","0",,"yes","NA",,"5","15","10",,,,,,,,,,,,,,,,,,,,,,"nutlet",,"1.3",,,,,,,,,,"2n=18","diploid",,,"NA","online: efloras.org","NA",,,,
"2064","Morinda umbellata","115","kato_2000.csv","Gentianales","Rubiaceae","Morinda","Morinda umbellata","NA","bisexual","androdioecious","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","2.2000000000000002","NA","NA","2.2000000000000002","NA","NA","1.6","liana","perennial","NA","20","10","choudhury, khan & dayanandan 2014; NA; gaangaprasad, muraleedharan & radhamany 2018","journal: plos one; online: efloras.org; journal: the international journal of plant reproductive biology","https://doi.org/10.1371/journal.pone.0087287","NA","10.14787/ijprb.2018 10.2.",,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"verticillaster","NA","90","20",,,"NA",,,,,,,,,,,,,,,,"2",,,"no","0",,"yes","NA",,"5","15","10",,,,,,,,,,,,,,,,,,,,,,"nutlet",,"1.3",,,,,,,,,,"2n=18","diploid",,,"NA","online: efloras.org","NA",,,,
"2065","Mormordica charantia","119","mcmullen_1993.csv","Cucurbitales","Cucurbitaceae","Momordica","Momordica charantia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066","Mosla dianthera","115","kato_2000.csv","Lamiales","Lamiaceae","Mosla","Mosla dianthera","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white and pink","tube","tube","zygomorphic","4","NA","NA","4","NA","NA","4","herb","annual","NA","0.3","0.15","NA","online: efloras.org","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2067","Mosta dianthera","114","kato_1996.csv","Lamiales","Lamiaceae","Mosla","Mosla dianthera",,"bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white and pink","tube","tube","zygomorphic","4","NA","NA","4","NA","NA","4","herb","annual","NA","0.3","0.15","NA","online: efloras.org","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2068","Muehlenbeckia astonii astonii","142","Probert_Kar.csv","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia astonii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2069","Muehlenbeckia axillaris","138","primack_1983_cass.csv","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia axillaris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2070","Muehlenbeckia complexa","138","primack_1983_cass.csv","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia complexa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","45","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","70","NA","NA","NA","100","100",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hareesh et al., 2017; itino, kato & hotta 1991","rheedea; biotropica","https://dx.doi.org/10.22244/rheedea.2017.27.2.12","https://doi.org/10.2307/2388300",,,
"2071","Mulinum spinosum","1","arroyo_1982_1.csv","Apiales","Apiaceae","Azorella","Azorella prolifera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"359","70.099999999999994","43","0","19","0","38","0","17","NA","NA",,,"7.2","5.45","9.1","NA","NA","NA","4.51","3.9","5.2","NA","NA","NA","13.25","11.22","15.4","cyme",,"60","55",,,,,,,,,,,,,,"930",,,"NA","NA","5",,,"no","0",,"2","no","0","10","60","35",,,,,,,"1",,"yes","2","NA","NA","2","NA","NA",,,,"20","NA","NA","berry","dark purplish","13",,"16","NA","NA","20","NA","NA","0.8",,,,,,"naiki & kato 2008","plant species biology","https://doi.org/10.1046/j.1442-1984.1999.00021.x",,,,
"2072","Murdannia keisak","114","kato_1996.csv","Commelinales","Commelinaceae","Murdannia","Murdannia keisak","NA","bisexual","hermaphrodite","NA","NA","self_compatible","flower","yes","rhizomes","NA","no","pink","disk","disk","actinomorphic","5","NA","10","6.5","5","8","NA","herb","perennial","NA","0.4","0.2","NA","online: efloras.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2073","Musa balbisiana","115","kato_2000.csv","Zingiberales","Musaceae","Musa","Musa balbisiana","NA","separated","monoecious","none","NA","NA","flower","yes","NA","NA",,"red and yellow","tube","tube","actinomorphic","10","NA","NA","44.5","42","47","44.5","herb","perennial","2","6","4","hareesh et al., 2017; itino, kato & hotta 1991","journal: rheedea; journal: biotropica","https://dx.doi.org/10.22244/rheedea.2017.27.2.12","https://doi.org/10.2307/2388300",,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2074","Musaenda parviflora","115","kato_2000.csv","Gentianales","Rubiaceae","Mussaenda","Mussaenda parviflora","NA","separated & bisexual","gynodioecious","none","self_incompatible","NA","flower","no","NA","no",,"yellow","tube","tube","actinomorphic","11.35","9.5399999999999991","14.04","13.4","11.04","16.25","13.4","shrub","perennial","1","7","4","naiki & kato 1999","journal: plant species biology","https://doi.org/10.1046/j.1442-1984.1999.00021.x",,,,,"fruit","66.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2075","Muscari commutatum","135","petanidou_1991.csv","Asparagales","Asparagaceae","Muscari","Muscari commutatum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2076","Muscari comosum","135","petanidou_1991.csv","Asparagales","Hyacinthaceae","Leopoldia","Leopoldia comosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2077","Muscari neglectum","135","petanidou_1991.csv","Asparagales","Hyacinthaceae","Muscari","Muscari neglectum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2078","Mustisia acerosa","1","arroyo_1982_1.csv","Asterales","Asteraceae","Mutisia","Mutisia acerosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
